ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
3079	569_stand	stand	YiMile	Yi (Mile)	xo̱²¹	xo²¹	x o ²¹		1442				3 7 8	AXT	GU3	45	45.G.C 45.U.V 45.3.T	1.6 3.0 1.0	xo²¹	1	5994	x o ²¹
3080	569_stand	stand	MojiangYi	Yi (Mojiang)	hɯ̱²¹	hɯ²¹	h ɯ ²¹	yuan1242	1442				3 7 8	AXT	HI3	24	24.H.C 24.I.V 24.3.T	1.6 3.0 1.0	hɯ²¹	0	5992	h ɯ ²¹
3081	569_stand	stand	Liso	Lisu	he⁴¹	he⁴¹	h e ⁴¹	lisu1250	1442	26.91	98.94		3 7 8	AXT	HE3	20	20.H.C 20.E.V 20.3.T	1.6 3.0 1.0	he⁴¹	0	5992	h e ⁴¹
3082	569_stand	stand	LijangNaxi	Naxi (Lijiang)	xy⁵⁵	xy⁵⁵	x y ⁵⁵	naxi1246	1442	27.46	100.18		3 7 8	AXT	GY5	19	19.G.C 19.Y.V 19.5.T	1.6 3.0 1.0	xy⁵⁵	0	5994	x y ⁵⁵
3083	569_stand	stand	YongningNaxi	Naxi (Yongning)	xɪ¹³̃	xɪ¹³	x ɪ ¹³	naxi1246	1442	27.46	100.18		3 7 8	AXT	GI2	49	49.G.C 49.I.V 49.2.T	1.6 3.0 1.0	xɪ¹³	0	5994	x ɪ ¹³
3084	569_stand	stand	BikaHani	Hani (Bika)	thv̩⁵⁵ tsv⁵⁵̩	thv⁵⁵_tsv⁵⁵	tʰ v ⁵⁵ + ts v ⁵⁵		1442				1 3 8 9 2 3 8	AAT_AAT	TB5_CB5	3	3.T.C 3.B.C 3.5.T 3._._ 3.C.C 3.B.C 3.5.T	1.6 1.6 1.0 0.0 1.6 1.6 1.0	tʰv⁵⁵+tsv⁵⁵	0	5986 5987	tʰ v ⁵⁵ + ts v ⁵⁵
3085	569_stand	stand	HayaHani	Hani (Haya)	ɕo̱³¹	ɕo³¹	ɕ o ³¹		1442				3 7 8	AXT	SU3	12	12.S.C 12.U.V 12.3.T	1.6 3.0 1.0	ɕo³¹	0	5992	ɕ o ³¹
3086	569_stand	stand	HaobaiHani	Hani (Haobai)	ʃo³¹ ta³³	ʃo³¹_ta³³	ʃ o ³¹ + t a ³³		1442				3 7 8 9 1 7 8	AXT_AXT	SU3_TA4	11	11.S.C 11.U.V 11.3.T 11._._ 11.T.C 11.A.V 11.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʃo³¹+ta³³	0	5992 5993	ʃ o ³¹ + t a ³³
3087	569_stand	stand	Lahu	Lahu	xu³⁵	xu³⁵	x u ³⁵	lahu1253	1442	21.27	100.21		3 7 8	AXT	GY2	17	17.G.C 17.Y.V 17.2.T	1.6 3.0 1.0	xu³⁵	0	5994	x u ³⁵
3088	569_stand	stand	Jinou	Jinuo	xɛ⁴⁴	xɛ⁴⁴	x ɛ ⁴⁴	youl1235	1442	22.05	101.06		3 7 8	AXT	GE5	16	16.G.C 16.E.V 16.5.T	1.6 3.0 1.0	xɛ⁴⁴	0	5994	x ɛ ⁴⁴
3089	569_stand	stand	DaliBai	Bai (Dali)	tsɯ³¹	tsɯ³¹	ts ɯ ³¹	sout2730	1442	25.52	100.29		2 7 8	AXT	CI3	5	5.C.C 5.I.V 5.3.T	1.6 3.0 1.0	tsɯ³¹	1	5989	ts ɯ ³¹
3090	569_stand	stand	JianchuanBai	Bai (Jianchuan)	tsɯ³¹	tsɯ³¹	ts ɯ ³¹	cent2004	1442	26.17	99.71		2 7 8	AXT	CI3	14	14.C.C 14.I.V 14.3.T	1.6 3.0 1.0	tsɯ³¹	1	5989	ts ɯ ³¹
3091	569_stand	stand	BijangBai	Bai (Bijiang)	ji⁴²	ji⁴²	j i ⁴²	nort2724	1442	26.93	99.66		6 7 8	AXT	JI3	2	2.J.C 2.I.V 2.3.T	1.6 3.0 1.0	ji⁴²	0	5985	j i - ⁴²
3092	569_stand	stand	Tuja	Tujia	tsu⁵⁵ tsu⁵⁵	tsu⁵⁵_tsu⁵⁵	ts u ⁵⁵ + ts u ⁵⁵	nort2732	1442	29.3	109.76		2 7 8 9 2 7 8	AXT_AXT	CY5_CY5	42	42.C.C 42.Y.V 42.5.T 42._._ 42.C.C 42.Y.V 42.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsu⁵⁵+tsu⁵⁵	0	5989 6000	ts u ⁵⁵ + ts u ⁵⁵
3093	569_stand	stand	WrittenBurmese	Burmese (Written)	rɑp	rɑp	r ɑ p	nucl1310	1442	20.79	93.97		5 7 1	AXN	RAP	43	43.R.C 43.A.V 43.P.c	2.0 1.5 0.8	rɑp	0	5988	r - ɑ p
3094	569_stand	stand	SpokenBurmese	Burmese (Rangoon)	jɑʔ⁴⁴	jɑʔ⁴⁴	j ɑ ʔ ⁴⁴	nucl1310	1442	20.79	93.97		6 7 1 8	AXLT	JAH5	36	36.J.C 36.A.V 36.H.c 36.5.T	1.6 3.0 1.1 1.0	jɑʔ⁴⁴	0	5985	j ɑ ʔ ⁴⁴
3095	569_stand	stand	Achang	Achang (Longchuan)	ʑap⁵⁵	ʑap⁵⁵	ʑ a p ⁵⁵	acha1249	1442	24.35	97.74		3 7 1 8	AXLT	SAP5	1	1.S.C 1.A.V 1.P.c 1.5.T	1.6 3.0 1.1 1.0	ʑap⁵⁵	0	5984	ʑ a p ⁵⁵
3096	569_stand	stand	Zaiwa	Zaiwa [Atsi]	jap²¹	jap²¹	j a p ²¹	zaiw1241	1442	24.17	98.36		6 7 1 8	AXLT	JAP3	50	50.J.C 50.A.V 50.P.c 50.3.T	1.6 3.0 1.1 1.0	jap²¹	0	5985	j a p ²¹
3097	569_stand	stand	LhaoVo	Langsu [Maru]	jɛʔ³¹	jɛʔ³¹	j ɛ ʔ ³¹	maru1249	1442	24.94	99.83		6 7 1 8	AXLT	JEH3	18	18.J.C 18.E.V 18.H.c 18.3.T	1.6 3.0 1.1 1.0	jɛʔ³¹	0	5985	j ɛ ʔ ³¹
3098	569_stand	stand	Nung	Nu (Fugong) [Anong]	ʂɿ³¹ ɹom³¹	ʂɿ³¹_ɹom³¹	ʂ ɿ ³¹ + ɹ o m ³¹	nung1282	1442	27.29	98.73		3 7 8 9 5 7 4 8	AXT_AXLT	SI3_RUM3	27	27.S.C 27.I.V 27.3.T 27._._ 27.R.C 27.U.V 27.M.c 27.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʂɿ³¹+ɹom³¹	0	5992 5996	ʂ ɿ ³¹ + ɹ o m ³¹
3099	569_stand	stand	Nusu	Nu (Bijiang) [Nusu]	dzɔ³⁵̃	dzɔ³⁵	dz ɔ ³⁵	nusu1239	1442	26.73	98.88		2 7 8	AXT	CU2	28	28.C.C 28.U.V 28.2.T	1.6 3.0 1.0	dzɔ³⁵	0	5989	dz ɔ ³⁵
3100	569_stand	stand	Derung	Trung	pɑ̆ʔ⁵⁵ dɑŋ⁵⁵	pɑʔ⁵⁵_dɑŋ⁵⁵	p ɑ ʔ ⁵⁵ + d ɑ ŋ ⁵⁵	drun1238	1442	28.01	98.49		1 7 1 8 9 1 7 4 8	AXLT_AXLT	PAH5_TAN5	6	6.P.C 6.A.V 6.H.c 6.5.T 6._._ 6.T.C 6.A.V 6.N.c 6.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	pɑʔ⁵⁵+dɑŋ⁵⁵	0	5990 5991	p ɑ ʔ ⁵⁵ + d ɑ ŋ ⁵⁵
3101	569_stand	stand	Jingpho	Jingpho	tsa̱p⁵⁵	tsap⁵⁵	ts a p ⁵⁵	jing1260	1442	25.46	97.33		2 7 1 8	AXLT	CAP5	15	15.C.C 15.A.V 15.P.c 15.5.T	1.6 3.0 1.1 1.0	tsap⁵⁵	0	5984	ts a p ⁵⁵
3102	569_stand	stand	Miju	Deng (Kaman) [Miju]	loŋ⁵³	loŋ⁵³	l o ŋ ⁵³	miju1243	1442	28.47	97.04		5 7 4 8	AXLT	LUN3	23	23.L.C 23.U.V 23.N.c 23.3.T	1.6 3.0 1.1 1.0	loŋ⁵³	0	5995	l o ŋ ⁵³
3103	569_stand	stand	DigaroMishmi	Deng(Darang) [Taraon]	deŋ³⁵	deŋ³⁵	d e ŋ ³⁵	diga1241	1442	28.5	96.88		1 7 4 8	AXLT	TEN2	7	7.T.C 7.E.V 7.N.c 7.2.T	1.6 3.0 1.1 1.0	deŋ³⁵	0	5991	d e ŋ ³⁵
3104	569_stand	stand	IduMishmi	Lhoba (yidu) [Idu]	de⁵⁵	de⁵⁵	d e ⁵⁵	idum1241	1442	29.45	95.65		1 7 8	AXT	TE5	13	13.T.C 13.E.V 13.5.T	1.6 3.0 1.0	de⁵⁵	0	5993	d e ⁵⁵
3105	569_stand	stand	Bokar	Lhoba (Bokar) [Bokar]	rop	rop	r o p	boka1249	1442	28.37	94.04		5 7 1	AXN	RUP	4	4.R.C 4.U.V 4.P.c	2.0 1.5 0.8	rop	0	5988	r - o p
3106	569_stand	stand	Puroik	Luoba (Sulung) [Puroik]	cin³³ pua¹¹	cin³³_pua¹¹	c i n ³³ + p w a ¹¹	puro1234	1442	27.32	92.38		1 7 4 8 9 1 6 7 8	AXLT_ACXT	CIN4_PWA1	31	31.C.C 31.I.V 31.N.c 31.4.T 31._._ 31.P.C 31.W.C 31.A.V 31.1.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.0	cin³³+pwa¹¹	0	5991 5999	c i n ³³ + p w a ¹¹
3311	4_star	star	TibetanWritten	Tibetan (Written)	skar ma	skar_ma	s k a r + m a	clas1254	1430	29.24	92.01		3 1 7 5 9 4 7	ACYN_AX	SKAR_MA	39	39.S.C 39.K.C 39.A.V 39.R.c 39._._ 39.M.C 39.A.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5	skar+ma	0	6053 6051	s k a r - + m a -
3312	4_star	star	TibetanLhasa	Tibetan (Lhasa)	ka⁵⁵ ma¹³	ka⁵⁵_ma¹³	k a ⁵⁵ + m a ¹³	tibe1272	1430	28.37	90.19		1 7 8 9 4 7 8	AXT_AXT	KA5_MA2	38	38.K.C 38.A.V 38.5.T 38._._ 38.M.C 38.A.V 38.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ka⁵⁵+ma¹³	0	6054 6051	k - a - ⁵⁵ + m a ¹³
3313	4_star	star	TibetanDege	Tibetan (Dege)	ka⁵⁵ ma⁵³	ka⁵⁵_ma⁵³	k a ⁵⁵ + m a ⁵³	kham1282	1430	31.93	91.71		1 7 8 9 4 7 8	AXT_AXT	KA5_MA3	37	37.K.C 37.A.V 37.5.T 37._._ 37.M.C 37.A.V 37.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ka⁵⁵+ma⁵³	0	6054 6051	k - a - ⁵⁵ + m a ⁵³
3314	4_star	star	TibetanXiahe	Tibetan (Xiahe)	hkar ma	hkar_ma	h k a r + m a	amdo1237	1430	34.52	100.48		3 1 7 5 9 4 7	ACYN_AX	HKAR_MA	40	40.H.C 40.K.C 40.A.V 40.R.c 40._._ 40.M.C 40.A.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5	hkar+ma	0	6053 6051	h k a r - + m a -
3315	4_star	star	TibetanZeku	Tibetan (Zeku)	rkar ma	rkar_ma	r k a r + m a	amdo1237	1430	34.52	100.48		5 1 7 5 9 4 7	ACYN_AX	RKAR_MA	41	41.R.C 41.K.C 41.A.V 41.R.c 41._._ 41.M.C 41.A.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5	rkar+ma	0	6053 6051	r k a r - + m a -
3316	4_star	star	MenbaCuona	Menba (Cuona)	kᴀr⁵⁵ mᴀ⁵³	kᴀr⁵⁵_mᴀ⁵³	k a r ⁵⁵ + m a ⁵³		1430				1 7 5 8 9 4 7 8	AXLT_AXT	KAR5_MA3	21	21.K.C 21.A.V 21.R.c 21.5.T 21._._ 21.M.C 21.A.V 21.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kar⁵⁵+ma⁵³	0	6053 6051	- k a r ⁵⁵ + m a ⁵³
3317	4_star	star	MenbaMotuo	Menba (Motuo)	kar mi	kar_mi	k a r + m i		1430				1 7 5 9 4 7	AXN_AX	KAR_MI	22	22.K.C 22.A.V 22.R.c 22._._ 22.M.C 22.I.V	2.0 1.5 0.8 0.0 2.0 1.5	kar+mi	0	6053 6051	- k a r - + m i -
3318	4_star	star	QiangMawo	Qiang (Mawo)	ʁdʐə	ʁdʐə	ʁ ɖʐ ə	nort2722	1430	32.28	103.19		5 2 7	ACZ	RCE	32	32.R.C 32.C.C 32.E.V	2.0 1.5 0.8	ʁɖʐə	0	6050	ʁ ɖʐ ə -
3319	4_star	star	QiangTaoping	Qiang (Taoping)	χdʐe³³ pe⁵⁵	χdʐe³³_pe⁵⁵	χ ɖʐ e ³³ + p e ⁵⁵	sout2728	1430	31.54	103.38		3 2 7 8 9 1 7 8	ACYT_AXT	GCE4_PE5	33	33.G.C 33.C.C 33.E.V 33.4.T 33._._ 33.P.C 33.E.V 33.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	χɖʐe³³+pe⁵⁵	0	6050 6057	χ ɖʐ e ³³ + p e ⁵⁵
3320	4_star	star	PumiTaoba	Pumi (Taoba)	dʐə³⁵	dʐə³⁵	ɖʐ ə ³⁵	nort2723	1430	28.66	101.31		2 7 8	AXT	CE2	30	30.C.C 30.E.V 30.2.T	1.6 3.0 1.0	ɖʐə³⁵	0	6050	- ɖʐ ə ³⁵
3321	4_star	star	PumiQinghua	Pumi (Qinghua)	dʐə¹³	dʐə¹³	ɖʐ ə ¹³	sout2729	1430	27.84	100.62		2 7 8	AXT	CE2	29	29.C.C 29.E.V 29.2.T	1.6 3.0 1.0	ɖʐə¹³	0	6050	- ɖʐ ə ¹³
3322	4_star	star	rGyalrongSomo	rGyalrong (Somo)	tsəu ri	tsəu_ri	ts əu + r i	jiar1240	1430	31.6	102.23		2 7 9 5 7	AX_AX	CE_RI	34	34.C.C 34.E.V 34._._ 34.R.C 34.I.V	2.0 1.5 0.0 2.0 1.5	tsəu+ri	0	6050 6064	- ts əu - + r i
3323	4_star	star	Ergong	Ergong	zgʐe	zgʐe	z g ʐ e	horp1239	1430	31.1	101.72		3 1 3 7	ACCZ	SKSE	8	8.S.C 8.K.C 8.S.C 8.E.V	2.0 1.5 1.5 0.8	zgʐe	0	6049	z g ʐ e -
3324	4_star	star	MuyaMinyak	Muya [Minyak]	dʐi⁵⁵ vu³³	dʐi⁵⁵_vu³³	ɖʐ i ⁵⁵ + v u ³³	muya1239	1430	29.82	102.2		2 7 8 9 3 7 8	AXT_AXT	CI5_BY4	25	25.C.C 25.I.V 25.5.T 25._._ 25.B.C 25.Y.V 25.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɖʐi⁵⁵+vu³³	0	6050 6057	- ɖʐ i ⁵⁵ + v u ³³
3325	4_star	star	ZhebaQueyu	Zhaba [Queyu]	dʐi⁵³	dʐi⁵³	ɖʐ i ⁵³	quey1238	1430	30.31	100.81		2 7 8	AXT	CI3	51	51.C.C 51.I.V 51.3.T	1.6 3.0 1.0	ɖʐi⁵³	0	6050	- ɖʐ i ⁵³
3326	4_star	star	Guiqiong	Guiqiong	ɣi³⁵ tsɿ³³	ɣi³⁵_tsɿ³³	ɣ i ³⁵ + ts ɿ ³³	guiq1238	1430	30.48	102.13		3 7 8 9 2 7 8	AXT_AXT	GI2_CI4	10	10.G.C 10.I.V 10.2.T 10._._ 10.C.C 10.I.V 10.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɣi³⁵+tsɿ³³	0	6056 6050	ɣ i - ³⁵ + - ts ɿ ³³
3327	4_star	star	ErsuGanluo	Ersu (Ganluo)	tʂɿ⁵⁵	tʂɿ⁵⁵	ʈʂ ɿ ⁵⁵	ersu1241	1430	29.29	102.21		2 7 8	AXT	CI5	9	9.C.C 9.I.V 9.5.T	1.6 3.0 1.0	ʈʂɿ⁵⁵	1	6050	- ʈʂ ɿ ⁵⁵
3328	4_star	star	Namuyi	Namuyi	tʂɿ³⁵	tʂɿ³⁵	ʈʂ ɿ ³⁵	namu1246	1430	28.59	101.9		2 7 8	AXT	CI2	26	26.C.C 26.I.V 26.2.T	1.6 3.0 1.0	ʈʂɿ³⁵	0	6050	- ʈʂ ɿ ³⁵
3329	4_star	star	ShixingXumi	Shixing [Xumi]	tɕɛ⁵⁵	tɕɛ⁵⁵	tɕ ɛ ⁵⁵	shix1238	1430	28.39	100.4		2 7 8	AXT	CE5	35	35.C.C 35.E.V 35.5.T	1.6 3.0 1.0	tɕɛ⁵⁵	0	6050	- tɕ ɛ ⁵⁵
3330	4_star	star	YiXide	Yi (Xide)	m̩u³³ tɕɿ³³	mu³³_tɕɿ³³	m u ³³ + tɕ ɿ ³³	sich1238	1430	28.19	102.12		4 7 8 9 2 7 8	AXT_AXT	MY4_CI4	48	48.M.C 48.Y.V 48.4.T 48._._ 48.C.C 48.I.V 48.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mu³³+tɕɿ³³	0	6051 6050	m u ³³ + - tɕ ɿ ³³
3331	4_star	star	YiDafang	Yi (Dafang)	tɕa³³ mo³³	tɕa³³_mo³³	tɕ a ³³ + m o ³³	wusa1235	1430	25.77	102.37		2 7 8 9 4 7 8	AXT_AXT	CA4_MU4	44	44.C.C 44.A.V 44.4.T 44._._ 44.M.C 44.U.V 44.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕa³³+mo³³	0	6050 6051	- tɕ a ³³ + m o ³³
3332	4_star	star	YiNanjian	Yi (Nanjian)	tɕe⁵⁵	tɕe⁵⁵	tɕ e ⁵⁵	xish1235	1430	24.87	100.71		2 7 8	AXT	CE5	47	47.C.C 47.E.V 47.5.T	1.6 3.0 1.0	tɕe⁵⁵	0	6050	- tɕ e ⁵⁵
3333	4_star	star	YiNanhua	Yi (Nanhua)	ke³³ zo²¹	ke³³_zo²¹	k e ³³ + z o ²¹	lolo1259	1430	25.5	101.3		1 7 8 9 3 7 8	AXT_AXT	KE4_SU3	46	46.K.C 46.E.V 46.4.T 46._._ 46.S.C 46.U.V 46.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ke³³+zo²¹	0	6054 6060	k - e - ³³ + z o ²¹
3334	4_star	star	YiMile	Yi (Mile)	tʂᴀ³³ zo²¹	tʂᴀ³³_zo²¹	ʈʂ a ³³ + z o ²¹		1430				2 7 8 9 3 7 8	AXT_AXT	CA4_SU3	45	45.C.C 45.A.V 45.4.T 45._._ 45.S.C 45.U.V 45.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʈʂa³³+zo²¹	0	6050 6060	- ʈʂ a ³³ + z o ²¹
3335	4_star	star	MojiangYi	Yi (Mojiang)	tsɛ⁵⁵ mo²¹	tsɛ⁵⁵_mo²¹	ts ɛ ⁵⁵ + m o ²¹	yuan1242	1430				2 7 8 9 4 7 8	AXT_AXT	CE5_MU3	24	24.C.C 24.E.V 24.5.T 24._._ 24.M.C 24.U.V 24.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɛ⁵⁵+mo²¹	0	6050 6051	- ts ɛ ⁵⁵ + m o ²¹
3336	4_star	star	Liso	Lisu	ko⁴⁴ mɑ⁴⁴ ze³³	ko⁴⁴_mɑ⁴⁴_ze³³	k o ⁴⁴ + m ɑ ⁴⁴ + z e ³³	lisu1250	1430	26.91	98.94		1 7 8 9 4 7 8 9 3 7 8	AXT_AXT_AXT	KU5_MA5_SE4	20	20.K.C 20.U.V 20.5.T 20._._ 20.M.C 20.A.V 20.5.T 20._._ 20.S.C 20.E.V 20.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ko⁴⁴+mɑ⁴⁴+ze³³	0	6054 6051 6050	k - o - ⁴⁴ + m ɑ ⁴⁴ + - z e ³³
3337	4_star	star	LijangNaxi	Naxi (Lijiang)	kɯ³¹	kɯ³¹	k ɯ ³¹	naxi1246	1430	27.46	100.18		1 7 8	AXT	KI3	19	19.K.C 19.I.V 19.3.T	1.6 3.0 1.0	kɯ³¹	0	6054	k - ɯ - ³¹
3338	4_star	star	YongningNaxi	Naxi (Yongning)	kɯ³³	kɯ³³	k ɯ ³³	naxi1246	1430	27.46	100.18		1 7 8	AXT	KI4	49	49.K.C 49.I.V 49.4.T	1.6 3.0 1.0	kɯ³³	0	6054	k - ɯ - ³³
3339	4_star	star	BikaHani	Hani (Bika)	mi³¹ tsi⁵⁵	mi³¹_tsi⁵⁵	m i ³¹ + ts i ⁵⁵		1430				4 7 8 9 2 7 8	AXT_AXT	MI3_CI5	3	3.M.C 3.I.V 3.3.T 3._._ 3.C.C 3.I.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mi³¹+tsi⁵⁵	0	6051 6050	m i ³¹ + - ts i ⁵⁵
3340	4_star	star	HayaHani	Hani (Haya)	a³¹ gɯ⁵⁵ a⁵⁵ si³¹	a³¹_gɯ⁵⁵_a⁵⁵_si³¹	a ³¹ + g ɯ ⁵⁵ + a ⁵⁵ + s i ³¹		1430				7 8 9 1 7 8 9 7 8 9 3 7 8	XT_AXT_XT_AXT	A3_KI5_A5_SI3	12	12.A.V 12.3.T 12._._ 12.K.C 12.I.V 12.5.T 12._._ 12.A.V 12.5.T 12._._ 12.S.C 12.I.V 12.3.T	3.0 1.0 0.0 1.6 3.0 1.0 0.0 3.0 1.0 0.0 1.6 3.0 1.0	a³¹+gɯ⁵⁵+a⁵⁵+si³¹	0	6058 6054 6059 6060	a ³¹ + g - ɯ - ⁵⁵ + a ⁵⁵ + s i ³¹
3341	4_star	star	HaobaiHani	Hani (Haobai)	pɛ³¹ kɯ⁵⁵	pɛ³¹_kɯ⁵⁵	p ɛ ³¹ + k ɯ ⁵⁵		1430				1 7 8 9 1 7 8	AXT_AXT	PE3_KI5	11	11.P.C 11.E.V 11.3.T 11._._ 11.K.C 11.I.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pɛ³¹+kɯ⁵⁵	0	6057 6054	p ɛ ³¹ + k - ɯ - ⁵⁵
3342	4_star	star	Lahu	Lahu	mə²¹ kə³³	mə²¹_kə³³	m ə ²¹ + k ə ³³	lahu1253	1430	21.27	100.21		4 7 8 9 1 7 8	AXT_AXT	ME3_KE4	17	17.M.C 17.E.V 17.3.T 17._._ 17.K.C 17.E.V 17.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mə²¹+kə³³	0	6051 6054	m ə ²¹ + k - ə - ³³
3343	4_star	star	Jinou	Jinuo	pu³³ ke³³	pu³³_ke³³	p u ³³ + k e ³³	youl1235	1430	22.05	101.06		1 7 8 9 1 7 8	AXT_AXT	PY4_KE4	16	16.P.C 16.Y.V 16.4.T 16._._ 16.K.C 16.E.V 16.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pu³³+ke³³	0	6057 6054	p u ³³ + k - e - ³³
3344	4_star	star	DaliBai	Bai (Dali)	ɕeʴ³⁵	ɕeʴ³⁵	ɕ e˞ ³⁵	sout2730	1430	25.52	100.29		3 7 8	AXT	SE2	5	5.S.C 5.E.V 5.2.T	1.6 3.0 1.0	ɕe˞³⁵	0	6050	- ɕ e˞ ³⁵
3345	4_star	star	JianchuanBai	Bai (Jianchuan)	ɕɛ⁵⁵̃	ɕɛ⁵⁵	ɕ ɛ ⁵⁵	cent2004	1430	26.17	99.71		3 7 8	AXT	SE5	14	14.S.C 14.E.V 14.5.T	1.6 3.0 1.0	ɕɛ⁵⁵	0	6050	- ɕ ɛ ⁵⁵
3346	4_star	star	BijangBai	Bai (Bijiang)	ɕɑ̃⁵⁵	ɕɑ⁵⁵	ɕ ɑ ⁵⁵	nort2724	1430	26.93	99.66		3 7 8	AXT	SA5	2	2.S.C 2.A.V 2.5.T	1.6 3.0 1.0	ɕɑ⁵⁵	0	6050	- ɕ ɑ ⁵⁵
3347	4_star	star	Tuja	Tujia	si⁵⁵ zi²¹ pu²¹ li²¹	si⁵⁵_zi²¹_pu²¹_li²¹	s i ⁵⁵ + z i ²¹ + p u ²¹ + l i ²¹	nort2732	1430	29.3	109.76		3 7 8 9 3 7 8 9 1 7 8 9 5 7 8	AXT_AXT_AXT_AXT	SI5_SI3_PY3_LI3	42	42.S.C 42.I.V 42.5.T 42._._ 42.S.C 42.I.V 42.3.T 42._._ 42.P.C 42.Y.V 42.3.T 42._._ 42.L.C 42.I.V 42.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	si⁵⁵+zi²¹+pu²¹+li²¹	0	6050 6060 6057 6063	- s i ⁵⁵ + z i ²¹ + p u ²¹ + l i ²¹
3348	4_star	star	WrittenBurmese	Burmese (Written)	krɑj²	krɑj²	k r ɑ j ²	nucl1310	1430	20.79	93.97		1 5 7 6 8	ACXLT	KRAJ6	43	43.K.C 43.R.C 43.A.V 43.J.c 43.6.T	1.6 1.2 3.0 1.1 1.0	krɑj²	0	6061	k r ɑ j ²
3349	4_star	star	SpokenBurmese	Burmese (Rangoon)	tɕɛ²²	tɕɛ²²	tɕ ɛ ²²	nucl1310	1430	20.79	93.97		2 7 8	AXT	CE1	36	36.C.C 36.E.V 36.1.T	1.6 3.0 1.0	tɕɛ²²	0	6050	- tɕ ɛ ²²
3350	4_star	star	Achang	Achang (Longchuan)	khʐə⁵⁵	khʐə⁵⁵	kʰ ʐ ə ⁵⁵	acha1249	1430	24.35	97.74		1 3 7 8	ACXT	KSE5	1	1.K.C 1.S.C 1.E.V 1.5.T	1.6 1.2 3.0 1.0	kʰʐə⁵⁵	0	6049	- kʰ ʐ ə ⁵⁵
3351	4_star	star	Zaiwa	Zaiwa [Atsi]	kji̱⁵¹	kji⁵¹	k j i ⁵¹	zaiw1241	1430	24.17	98.36		1 6 7 8	ACXT	KJI3	50	50.K.C 50.J.C 50.I.V 50.3.T	1.6 1.2 3.0 1.0	kji⁵¹	0	6054	k j i - ⁵¹
3352	4_star	star	LhaoVo	Langsu [Maru]	kji̱³¹	kji³¹	k j i ³¹	maru1249	1430	24.94	99.83		1 6 7 8	ACXT	KJI3	18	18.K.C 18.J.C 18.I.V 18.3.T	1.6 1.2 3.0 1.0	kji³¹	0	6054	k j i - ³¹
3353	4_star	star	Nung	Nu (Fugong) [Anong]	khu³¹ ȵi⁵⁵	khu³¹_ȵi⁵⁵	kʰ u ³¹ + ȵ i ⁵⁵	nung1282	1430	27.29	98.73		1 7 8 9 4 7 8	AXT_AXT	KY3_NI5	27	27.K.C 27.Y.V 27.3.T 27._._ 27.N.C 27.I.V 27.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰu³¹+ȵi⁵⁵	0	6054 6062	kʰ - u - ³¹ + ȵ i ⁵⁵
3354	4_star	star	Nusu	Nu (Bijiang) [Nusu]	kɹe³¹ lɔ³⁵	kɹe³¹_lɔ³⁵	k ɹ e ³¹ + l ɔ ³⁵	nusu1239	1430	26.73	98.88		1 5 7 8 9 5 7 8	ACXT_AXT	KRE3_LU2	28	28.K.C 28.R.C 28.E.V 28.3.T 28._._ 28.L.C 28.U.V 28.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	kɹe³¹+lɔ³⁵	0	6061 6063	k ɹ e - ³¹ + l ɔ ³⁵
