ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
2060	263_foot	foot	YiMile	Yi (Mile)	tɕʰi³³ ɣɯ²¹	tɕʰi³³_ɣɯ²¹	tɕʰ i ³³ + ɣ ɯ ²¹		1301				2 7 8 9 3 7 8	AXT_AXT	CI4_GI3	45	45.C.C 45.I.V 45.4.T 45._._ 45.G.C 45.I.V 45.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕʰi³³+ɣɯ²¹	0	1978 1988	tɕʰ i ³³ + ɣ ɯ ²¹
2061	263_foot	foot	MojiangYi	Yi (Mojiang)	gɯ̱²¹	gɯ²¹	g ɯ ²¹	yuan1242	1301				1 7 8	AXT	KI3	24	24.K.C 24.I.V 24.3.T	1.6 3.0 1.0	gɯ²¹	0	1979	- g - ɯ - ²¹
2062	263_foot	foot	Liso	Lisu	tʃʰi⁴⁴ pʰɛ³⁵	tʃʰi⁴⁴_pʰɛ³⁵	tʃʰ i ⁴⁴ + pʰ ɛ ³⁵	lisu1250	1301	26.91	98.94		1 7 8 9 1 7 8	AXT_AXT	TI5_PE2	20	20.T.C 20.I.V 20.5.T 20._._ 20.P.C 20.E.V 20.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tʃʰi⁴⁴+pʰɛ³⁵	0	1978 1985	tʃʰ i ⁴⁴ + pʰ - ɛ ³⁵
2063	263_foot	foot	LijangNaxi	Naxi (Lijiang)	kʰɯ³³	kʰɯ³³	kʰ ɯ ³³	naxi1246	1301	27.46	100.18		1 7 8	AXT	KI4	19	19.K.C 19.I.V 19.4.T	1.6 3.0 1.0	kʰɯ³³	1	1979	- kʰ - ɯ - ³³
2064	263_foot	foot	YongningNaxi	Naxi (Yongning)	khɯ³³ tshe¹³	khɯ³³_tshe¹³	kʰ ɯ ³³ + tsʰ e ¹³	naxi1246	1301	27.46	100.18		1 7 8 9 2 7 8	AXT_AXT	KI4_CE2	49	49.K.C 49.I.V 49.4.T 49._._ 49.C.C 49.E.V 49.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰɯ³³+tsʰe¹³	0	1979 1978	- kʰ - ɯ - ³³ + tsʰ e ¹³
2065	263_foot	foot	BikaHani	Hani (Bika)	ɔ³¹ tshi⁵⁵	ɔ³¹_tshi⁵⁵	ɔ ³¹ + tsʰ i ⁵⁵		1301				7 8 9 2 7 8	XT_AXT	U3_CI5	3	3.U.V 3.3.T 3._._ 3.C.C 3.I.V 3.5.T	3.0 1.0 0.0 1.6 3.0 1.0	ɔ³¹+tsʰi⁵⁵	0	1980 1978	ɔ ³¹ + tsʰ i ⁵⁵
2066	263_foot	foot	HayaHani	Hani (Haya)	a³¹ khɯ⁵⁵	a³¹_khɯ⁵⁵	a ³¹ + kʰ ɯ ⁵⁵		1301				7 8 9 1 7 8	XT_AXT	A3_KI5	12	12.A.V 12.3.T 12._._ 12.K.C 12.I.V 12.5.T	3.0 1.0 0.0 1.6 3.0 1.0	a³¹+kʰɯ⁵⁵	0	1980 1979	a ³¹ + - kʰ - ɯ - ⁵⁵
2067	263_foot	foot	HaobaiHani	Hani (Haobai)	ɔ³¹ khɯ⁵⁵	ɔ³¹_khɯ⁵⁵	ɔ ³¹ + kʰ ɯ ⁵⁵		1301				7 8 9 1 7 8	XT_AXT	U3_KI5	11	11.U.V 11.3.T 11._._ 11.K.C 11.I.V 11.5.T	3.0 1.0 0.0 1.6 3.0 1.0	ɔ³¹+kʰɯ⁵⁵	0	1980 1979	ɔ ³¹ + - kʰ - ɯ - ⁵⁵
2068	263_foot	foot	Lahu	Lahu	kʰɯ³³ sɛ³³	kʰɯ³³_sɛ³³	kʰ ɯ ³³ + s ɛ ³³	lahu1253	1301	21.27	100.21		1 7 8 9 3 7 8	AXT_AXT	KI4_SE4	17	17.K.C 17.I.V 17.4.T 17._._ 17.S.C 17.E.V 17.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰɯ³³+sɛ³³	0	1979 1986	- kʰ - ɯ - ³³ + s ɛ ³³
2069	263_foot	foot	Jinou	Jinuo	ʃɔ³³ kʰi³³	ʃɔ³³_kʰi³³	ʃ ɔ ³³ + kʰ i ³³	youl1235	1301	22.05	101.06		3 7 8 9 1 7 8	AXT_AXT	SU4_KI4	16	16.S.C 16.U.V 16.4.T 16._._ 16.K.C 16.I.V 16.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʃɔ³³+kʰi³³	0	1986 1979	ʃ ɔ ³³ + - kʰ - i - ³³
2070	263_foot	foot	DaliBai	Bai (Dali)	ko⁴⁴ le³¹	ko⁴⁴_le³¹	k o ⁴⁴ + l e ³¹	sout2730	1301	25.52	100.29		1 7 8 9 5 7 8	AXT_AXT	KU5_LE3	5	5.K.C 5.U.V 5.5.T 5._._ 5.L.C 5.E.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ko⁴⁴+le³¹	0	1979 1981	- k - o - ⁴⁴ + l e - ³¹
2071	263_foot	foot	JianchuanBai	Bai (Jianchuan)	ko⁴⁴	ko⁴⁴	k o ⁴⁴	cent2004	1301	26.17	99.71		1 7 8	AXT	KU5	14	14.K.C 14.U.V 14.5.T	1.6 3.0 1.0	ko⁴⁴	0	1979	- k - o - ⁴⁴
2072	263_foot	foot	BijangBai	Bai (Bijiang)	ko⁴⁴	ko⁴⁴	k o ⁴⁴	nort2724	1301	26.93	99.66		1 7 8	AXT	KU5	2	2.K.C 2.U.V 2.5.T	1.6 3.0 1.0	ko⁴⁴	0	1979	- k - o - ⁴⁴
2073	263_foot	foot	Tuja	Tujia	tɕi²¹	tɕi²¹	tɕ i ²¹	nort2732	1301	29.3	109.76		2 7 8	AXT	CI3	42	42.C.C 42.I.V 42.3.T	1.6 3.0 1.0	tɕi²¹	0	1978	tɕ i ²¹
2074	263_foot	foot	WrittenBurmese	Burmese (Written)	khre²	khre²	kʰ r e ²	nucl1310	1301	20.79	93.97		1 5 7 8	ACXT	KRE6	43	43.K.C 43.R.C 43.E.V 43.6.T	1.6 1.2 3.0 1.0	kʰre²	1	1979	- kʰ r e - ²
2075	263_foot	foot	SpokenBurmese	Burmese (Rangoon)	tɕhe²²	tɕhe²²	tɕʰ e ²²	nucl1310	1301	20.79	93.97		2 7 8	AXT	CE1	36	36.C.C 36.E.V 36.1.T	1.6 3.0 1.0	tɕʰe²²	1	1978	tɕʰ e ²²
2076	263_foot	foot	Achang	Achang (Longchuan)	tɕhi⁵⁵	tɕhi⁵⁵	tɕʰ i ⁵⁵	acha1249	1301	24.35	97.74		2 7 8	AXT	CI5	1	1.C.C 1.I.V 1.5.T	1.6 3.0 1.0	tɕʰi⁵⁵	0	1978	tɕʰ i ⁵⁵
2077	263_foot	foot	Zaiwa	Zaiwa [Atsi]	khji⁵¹	khji⁵¹	kʰ j i ⁵¹	zaiw1241	1301	24.17	98.36		1 6 7 8	ACXT	KJI3	50	50.K.C 50.J.C 50.I.V 50.3.T	1.6 1.2 3.0 1.0	kʰji⁵¹	0	1979	- kʰ j i - ⁵¹
2078	263_foot	foot	LhaoVo	Langsu [Maru]	khjik³¹	khjik³¹	kʰ j i k ³¹	maru1249	1301	24.94	99.83		1 6 7 1 8	ACXLT	KJIK3	18	18.K.C 18.J.C 18.I.V 18.K.c 18.3.T	1.6 1.2 3.0 1.1 1.0	kʰjik³¹	0	1979	- kʰ j i k ³¹
2079	263_foot	foot	Nung	Nu (Fugong) [Anong]	ɑ³¹ xɛ³⁵	ɑ³¹_xɛ³⁵	ɑ ³¹ + x ɛ ³⁵	nung1282	1301	27.29	98.73		7 8 9 3 7 8	XT_AXT	A3_GE2	27	27.A.V 27.3.T 27._._ 27.G.C 27.E.V 27.2.T	3.0 1.0 0.0 1.6 3.0 1.0	ɑ³¹+xɛ³⁵	0	1980 1988	ɑ ³¹ + x ɛ ³⁵
2080	263_foot	foot	Nusu	Nu (Bijiang) [Nusu]	khɹi³⁵	khɹi³⁵	kʰ ɹ i ³⁵	nusu1239	1301	26.73	98.88		1 5 7 8	ACXT	KRI2	28	28.K.C 28.R.C 28.I.V 28.2.T	1.6 1.2 3.0 1.0	kʰɹi³⁵	0	1979	- kʰ ɹ i - ³⁵
2081	263_foot	foot	Derung	Trung	xɹɑ̆i⁵⁵	xɹɑi⁵⁵	x ɹ ɑi ⁵⁵	drun1238	1301	28.01	98.49		3 5 7 8	ACXT	GRA5	6	6.G.C 6.R.C 6.A.V 6.5.T	1.6 1.2 3.0 1.0	xɹɑi⁵⁵	0	1979	- x ɹ ɑi - ⁵⁵
2082	263_foot	foot	Jingpho	Jingpho	lă³¹ ko³³	lă³¹_ko³³	l ă/a ³¹ + k o ³³	jing1260	1301	25.46	97.33		5 7 8 9 1 7 8	AXT_AXT	LA3_KU4	15	15.L.C 15.A.V 15.3.T 15._._ 15.K.C 15.U.V 15.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lă/a³¹+ko³³	0	1981 1979	l ă/a - ³¹ + - k - o - ³³
2083	263_foot	foot	Miju	Deng (Kaman) [Miju]	plɑ⁵⁵	plɑ⁵⁵	p l ɑ ⁵⁵	miju1243	1301	28.47	97.04		1 5 7 8	ACXT	PLA5	23	23.P.C 23.L.C 23.A.V 23.5.T	1.6 1.2 3.0 1.0	plɑ⁵⁵	0	1985	p l ɑ ⁵⁵
2084	263_foot	foot	DigaroMishmi	Deng(Darang) [Taraon]	gɹoŋ⁵³	gɹoŋ⁵³	g ɹ o ŋ ⁵³	diga1241	1301	28.5	96.88		1 5 7 4 8	ACXLT	KRUN3	7	7.K.C 7.R.C 7.U.V 7.N.c 7.3.T	1.6 1.2 3.0 1.1 1.0	gɹoŋ⁵³	0	1983	- g ɹ o ŋ ⁵³
2085	263_foot	foot	IduMishmi	Lhoba (yidu) [Idu]	ɑ⁵⁵ ge⁵⁵ ɕɑ⁵³	ɑ⁵⁵_ge⁵⁵_ɕɑ⁵³	ɑ ⁵⁵ + g e ⁵⁵ + ɕ ɑ ⁵³	idum1241	1301	29.45	95.65		7 8 9 1 7 8 9 3 7 8	XT_AXT_AXT	A5_KE5_SA3	13	13.A.V 13.5.T 13._._ 13.K.C 13.E.V 13.5.T 13._._ 13.S.C 13.A.V 13.3.T	3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɑ⁵⁵+ge⁵⁵+ɕɑ⁵³	0	1980 1979 1986	ɑ ⁵⁵ + - g - e - ⁵⁵ + ɕ ɑ ⁵³
2086	263_foot	foot	Bokar	Lhoba (Bokar) [Bokar]	ləp jo	ləp_jo	l ə p + j o	boka1249	1301	28.37	94.04		5 7 1 9 6 7	AXN_AX	LEP_JU	4	4.L.C 4.E.V 4.P.c 4._._ 4.J.C 4.U.V	2.0 1.5 0.8 0.0 2.0 1.5	ləp+jo	0	1981 1982	l ə p - + j o
2087	263_foot	foot	Puroik	Luoba (Sulung) [Puroik]	læ³³	læ³³	l æ ³³	puro1234	1301	27.32	92.38		5 7 8	AXT	LE4	31	31.L.C 31.E.V 31.4.T	1.6 3.0 1.0	læ³³	0	1981	l æ - ³³
4327	846_full	full	TibetanWritten	Tibetan (Written)	gaŋ	gaŋ	g a ŋ	clas1254	1429	29.24	92.01		1 7 4	AXN	KAN	39	39.K.C 39.A.V 39.N.c	2.0 1.5 0.8	gaŋ	0	2066	g a ŋ -
4328	846_full	full	TibetanLhasa	Tibetan (Lhasa)	khaŋ¹⁵	khaŋ¹⁵	kʰ a ŋ ¹⁵	tibe1272	1429	28.37	90.19		1 7 4 8	AXLT	KAN2	38	38.K.C 38.A.V 38.N.c 38.2.T	1.6 3.0 1.1 1.0	kʰaŋ¹⁵	0	2066	kʰ a ŋ ¹⁵
4329	846_full	full	TibetanDege	Tibetan (Dege)	gɑŋ¹³	gɑŋ¹³	g ɑ ŋ ¹³	kham1282	1429	31.93	91.71		1 7 4 8	AXLT	KAN2	37	37.K.C 37.A.V 37.N.c 37.2.T	1.6 3.0 1.1 1.0	gɑŋ¹³	0	2066	g ɑ ŋ ¹³
4330	846_full	full	TibetanXiahe	Tibetan (Xiahe)	kaŋ	kaŋ	k a ŋ	amdo1237	1429	34.52	100.48		1 7 4	AXN	KAN	40	40.K.C 40.A.V 40.N.c	2.0 1.5 0.8	kaŋ	0	2066	k a ŋ -
4331	846_full	full	TibetanZeku	Tibetan (Zeku)	kaŋ	kaŋ	k a ŋ	amdo1237	1429	34.52	100.48		1 7 4	AXN	KAN	41	41.K.C 41.A.V 41.N.c	2.0 1.5 0.8	kaŋ	0	2066	k a ŋ -
4332	846_full	full	MenbaCuona	Menba (Cuona)	tem¹³	tem¹³	t e m ¹³		1429				1 7 4 8	AXLT	TEM2	21	21.T.C 21.E.V 21.M.c 21.2.T	1.6 3.0 1.1 1.0	tem¹³	0	2061	t - e m ¹³
4333	846_full	full	QiangMawo	Qiang (Mawo)	khɑʴp	khɑʴp	kʰ ɑ˞ p	nort2722	1429	32.28	103.19		1 7 1	AXN	KAP	32	32.K.C 32.A.V 32.P.c	2.0 1.5 0.8	kʰɑ˞p	0	2066	kʰ ɑ˞ p -
4334	846_full	full	QiangTaoping	Qiang (Taoping)	sye⁵⁵	sye⁵⁵	s y e ⁵⁵	sout2728	1429	31.54	103.38		3 7 7 8	AXYT	SYE5	33	33.S.C 33.Y.V 33.E.V 33.5.T	1.6 3.0 3.0 1.0	sye⁵⁵	0	2062	s y e ⁵⁵
4335	846_full	full	PumiTaoba	Pumi (Taoba)	sʉ⁵⁵ sʉ⁵ mə⁵³	sʉ⁵⁵_sʉ⁵_mə⁵³	s ʉ ⁵⁵ + s ʉ ⁵ + m ə ⁵³	nort2723	1429	28.66	101.31		3 7 8 9 3 7 8 9 4 7 8	AXT_AXT_AXT	SY5_SY6_ME3	30	30.S.C 30.Y.V 30.5.T 30._._ 30.S.C 30.Y.V 30.6.T 30._._ 30.M.C 30.E.V 30.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	sʉ⁵⁵+sʉ⁵+mə⁵³	0	2062 2065 2059	s ʉ - ⁵⁵ + s ʉ ⁵ + m - ə - ⁵³
4336	846_full	full	PumiQinghua	Pumi (Qinghua)	su⁵⁵	su⁵⁵	s u ⁵⁵	sout2729	1429	27.84	100.62		3 7 8	AXT	SY5	29	29.S.C 29.Y.V 29.5.T	1.6 3.0 1.0	su⁵⁵	0	2062	s u - ⁵⁵
4337	846_full	full	rGyalrongSomo	rGyalrong (Somo)	kə mȵok	kə_mȵok	k ə + m ȵ o k	jiar1240	1429	31.6	102.23		1 7 9 4 4 7 1	AX_ACYN	KE_MNUK	34	34.K.C 34.E.V 34._._ 34.M.C 34.N.C 34.U.V 34.K.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	kə+mȵok	0	2066 2067	k ə - - + m ȵ o k
4338	846_full	full	Ergong	Ergong	mtsɛ	mtsɛ	m ts ɛ	horp1239	1429	31.1	101.72		4 2 7	ACZ	MCE	8	8.M.C 8.C.C 8.E.V	2.0 1.5 0.8	mtsɛ	0	2059	m ts ɛ - -
4339	846_full	full	MuyaMinyak	Muya [Minyak]	to⁵⁵ sɯ³³	to⁵⁵_sɯ³³	t o ⁵⁵ + s ɯ ³³	muya1239	1429	29.82	102.2		1 7 8 9 3 7 8	AXT_AXT	TU5_SI4	25	25.T.C 25.U.V 25.5.T 25._._ 25.S.C 25.I.V 25.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	to⁵⁵+sɯ³³	0	2061 2062	t - o - ⁵⁵ + s ɯ - ³³
4340	846_full	full	ZhebaQueyu	Zhaba [Queyu]	lo⁵⁵ sa⁵⁵	lo⁵⁵_sa⁵⁵	l o ⁵⁵ + s a ⁵⁵	quey1238	1429	30.31	100.81		5 7 8 9 3 7 8	AXT_AXT	LU5_SA5	51	51.L.C 51.U.V 51.5.T 51._._ 51.S.C 51.A.V 51.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lo⁵⁵+sa⁵⁵	0	2064 2062	l o - ⁵⁵ + s a - ⁵⁵
4341	846_full	full	Guiqiong	Guiqiong	dʑi³⁵	dʑi³⁵	dʑ i ³⁵	guiq1238	1429	30.48	102.13		2 7 8	AXT	CI2	10	10.C.C 10.I.V 10.2.T	1.6 3.0 1.0	dʑi³⁵	0	2062	dʑ i - ³⁵
4342	846_full	full	ErsuGanluo	Ersu (Ganluo)	dɑ³³ baʴ⁵⁵	dɑ³³_baʴ⁵⁵	d ɑ ³³ + b a˞ ⁵⁵	ersu1241	1429	29.29	102.21		1 7 8 9 1 7 8	AXT_AXT	TA4_PA5	9	9.T.C 9.A.V 9.4.T 9._._ 9.P.C 9.A.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	dɑ³³+ba˞⁵⁵	0	2061 2060	d - ɑ - ³³ + b - a˞ - ⁵⁵
4343	846_full	full	Namuyi	Namuyi	bu⁵⁵ tɛ⁵⁵	bu⁵⁵_tɛ⁵⁵	b u ⁵⁵ + t ɛ ⁵⁵	namu1246	1429	28.59	101.9		1 7 8 9 1 7 8	AXT_AXT	PY5_TE5	26	26.P.C 26.Y.V 26.5.T 26._._ 26.T.C 26.E.V 26.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	bu⁵⁵+tɛ⁵⁵	0	2060 2061	b - u - ⁵⁵ + t - ɛ - ⁵⁵
4344	846_full	full	ShixingXumi	Shixing [Xumi]	liɑ³³ ly³⁵	liɑ³³_ly³⁵	l j ɑ ³³ + l y ³⁵	shix1238	1429	28.39	100.4		5 6 7 8 9 5 7 8	ACXT_AXT	LJA4_LY2	35	35.L.C 35.J.C 35.A.V 35.4.T 35._._ 35.L.C 35.Y.V 35.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ljɑ³³+ly³⁵	0	2068 2064	l j ɑ ³³ + l y - ³⁵
4345	846_full	full	YiXide	Yi (Xide)	dʑi²¹	dʑi²¹	dʑ i ²¹	sich1238	1429	28.19	102.12		2 7 8	AXT	CI3	48	48.C.C 48.I.V 48.3.T	1.6 3.0 1.0	dʑi²¹	0	2062	dʑ i - ²¹
4346	846_full	full	YiDafang	Yi (Dafang)	ɖie²¹	ɖie²¹	ɖ j e ²¹	wusa1235	1429	25.77	102.37		1 6 7 8	ACXT	TJE3	44	44.T.C 44.J.C 44.E.V 44.3.T	1.6 1.2 3.0 1.0	ɖje²¹	0	2061	ɖ j e - ²¹
4347	846_full	full	YiNanjian	Yi (Nanjian)	dzɿ³³	dzɿ³³	dz ɿ ³³	xish1235	1429	24.87	100.71		2 7 8	AXT	CI4	47	47.C.C 47.I.V 47.4.T	1.6 3.0 1.0	dzɿ³³	0	2062	dz ɿ - ³³
4348	846_full	full	YiNanhua	Yi (Nanhua)	bi³³	bi³³	b i ³³	lolo1259	1429	25.5	101.3		1 7 8	AXT	PI4	46	46.P.C 46.I.V 46.4.T	1.6 3.0 1.0	bi³³	0	2060	b - i - ³³
4349	846_full	full	YiMile	Yi (Mile)	ɖɛ³³	ɖɛ³³	ɖ ɛ ³³		1429				1 7 8	AXT	TE4	45	45.T.C 45.E.V 45.4.T	1.6 3.0 1.0	ɖɛ³³	0	2061	ɖ - ɛ - ³³
4350	846_full	full	MojiangYi	Yi (Mojiang)	mɯ²¹	mɯ²¹	m ɯ ²¹	yuan1242	1429				4 7 8	AXT	MI3	24	24.M.C 24.I.V 24.3.T	1.6 3.0 1.0	mɯ²¹	0	2059	m - ɯ - ²¹
4351	846_full	full	Liso	Lisu	bi⁴⁴ le⁴⁴	bi⁴⁴_le⁴⁴	b i ⁴⁴ + l e ⁴⁴	lisu1250	1429	26.91	98.94		1 7 8 9 5 7 8	AXT_AXT	PI5_LE5	20	20.P.C 20.I.V 20.5.T 20._._ 20.L.C 20.E.V 20.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	bi⁴⁴+le⁴⁴	0	2060 2064	b - i - ⁴⁴ + l e - ⁴⁴
4352	846_full	full	LijangNaxi	Naxi (Lijiang)	ʂəɹ⁵⁵	ʂəɹ⁵⁵	ʂ ə ɹ ⁵⁵	naxi1246	1429	27.46	100.18		3 7 5 8	AXLT	SER5	19	19.S.C 19.E.V 19.R.c 19.5.T	1.6 3.0 1.1 1.0	ʂəɹ⁵⁵	0	2063	ʂ ə - ɹ ⁵⁵
4353	846_full	full	YongningNaxi	Naxi (Yongning)	ʂuəɹ¹³	ʂuəɹ¹³	ʂ u ə ɹ ¹³	naxi1246	1429	27.46	100.18		3 7 7 5 8	AXYLT	SYER2	49	49.S.C 49.Y.V 49.E.V 49.R.c 49.2.T	1.6 3.0 3.0 1.1 1.0	ʂuəɹ¹³	0	2063	ʂ u ə ɹ ¹³
4354	846_full	full	BikaHani	Hani (Bika)	pɤ³³	pɤ³³	p ɤ ³³		1429				1 7 8	AXT	PE4	3	3.P.C 3.E.V 3.4.T	1.6 3.0 1.0	pɤ³³	0	2060	p - ɤ - ³³
4355	846_full	full	HayaHani	Hani (Haya)	bjɔ³³	bjɔ³³	b j ɔ ³³		1429				1 6 7 8	ACXT	PJU4	12	12.P.C 12.J.C 12.U.V 12.4.T	1.6 1.2 3.0 1.0	bjɔ³³	0	2060	b j ɔ - ³³
4356	846_full	full	HaobaiHani	Hani (Haobai)	pu³³	pu³³	p u ³³		1429				1 7 8	AXT	PY4	11	11.P.C 11.Y.V 11.4.T	1.6 3.0 1.0	pu³³	0	2060	p - u - ³³
4357	846_full	full	Lahu	Lahu	bi⁵³	bi⁵³	b i ⁵³	lahu1253	1429	21.27	100.21		1 7 8	AXT	PI3	17	17.P.C 17.I.V 17.3.T	1.6 3.0 1.0	bi⁵³	0	2060	b - i - ⁵³
4358	846_full	full	Jinou	Jinuo	pɹɯ³³	pɹɯ³³	p ɹ ɯ ³³	youl1235	1429	22.05	101.06		1 5 7 8	ACXT	PRI4	16	16.P.C 16.R.C 16.I.V 16.4.T	1.6 1.2 3.0 1.0	pɹɯ³³	0	2060	p ɹ ɯ - ³³
4359	846_full	full	DaliBai	Bai (Dali)	mɑ³³	mɑ³³	m ɑ ³³	sout2730	1429	25.52	100.29		4 7 8	AXT	MA4	5	5.M.C 5.A.V 5.4.T	1.6 3.0 1.0	mɑ³³	0	2059	m - ɑ - ³³
4360	846_full	full	JianchuanBai	Bai (Jianchuan)	mɑ³³	mɑ³³	m ɑ ³³	cent2004	1429	26.17	99.71		4 7 8	AXT	MA4	14	14.M.C 14.A.V 14.4.T	1.6 3.0 1.0	mɑ³³	0	2059	m - ɑ - ³³
4361	846_full	full	BijangBai	Bai (Bijiang)	mie³³	mie³³	m j e ³³	nort2724	1429	26.93	99.66		4 6 7 8	ACXT	MJE4	2	2.M.C 2.J.C 2.E.V 2.4.T	1.6 1.2 3.0 1.0	mje³³	0	2059	m j e - ³³
4362	846_full	full	Tuja	Tujia	man⁵³	man⁵³	m a n ⁵³	nort2732	1429	29.3	109.76		4 7 4 8	AXLT	MAN3	42	42.M.C 42.A.V 42.N.c 42.3.T	1.6 3.0 1.1 1.0	man⁵³	0	2059	m - a n ⁵³
4363	846_full	full	WrittenBurmese	Burmese (Written)	prɑȵ¹	prɑȵ¹	p r ɑ ȵ ¹	nucl1310	1429	20.79	93.97		1 5 7 4 8	ACXLT	PRAN6	43	43.P.C 43.R.C 43.A.V 43.N.c 43.6.T	1.6 1.2 3.0 1.1 1.0	prɑȵ¹	0	2058	p r ɑ ȵ ¹
4364	846_full	full	SpokenBurmese	Burmese (Rangoon)	pje⁵³	pje⁵³	p j e ⁵³	nucl1310	1429	20.79	93.97		1 6 7 8	ACXT	PJE3	36	36.P.C 36.J.C 36.E.V 36.3.T	1.6 1.2 3.0 1.0	pje⁵³	0	2060	p j e - ⁵³
4365	846_full	full	Achang	Achang (Longchuan)	pʐəŋ³⁵	pʐəŋ³⁵	p ʐ ə ŋ ³⁵	acha1249	1429	24.35	97.74		1 3 7 4 8	ACXLT	PSEN2	1	1.P.C 1.S.C 1.E.V 1.N.c 1.2.T	1.6 1.2 3.0 1.1 1.0	pʐəŋ³⁵	0	2058	p ʐ ə ŋ ³⁵
4366	846_full	full	Zaiwa	Zaiwa [Atsi]	pjiŋ⁵⁵	pjiŋ⁵⁵	p j i ŋ ⁵⁵	zaiw1241	1429	24.17	98.36		1 6 7 4 8	ACXLT	PJIN5	50	50.P.C 50.J.C 50.I.V 50.N.c 50.5.T	1.6 1.2 3.0 1.1 1.0	pjiŋ⁵⁵	0	2060	p j i ŋ ⁵⁵
4367	846_full	full	LhaoVo	Langsu [Maru]	pjaŋ⁵⁵	pjaŋ⁵⁵	p j a ŋ ⁵⁵	maru1249	1429	24.94	99.83		1 6 7 4 8	ACXLT	PJAN5	18	18.P.C 18.J.C 18.A.V 18.N.c 18.5.T	1.6 1.2 3.0 1.1 1.0	pjaŋ⁵⁵	0	2060	p j a ŋ ⁵⁵
4368	846_full	full	Nung	Nu (Fugong) [Anong]	ɕim⁵⁵ bɯ³¹	ɕim⁵⁵_bɯ³¹	ɕ i m ⁵⁵ + b ɯ ³¹	nung1282	1429	27.29	98.73		3 7 4 8 9 1 7 8	AXLT_AXT	SIM5_PI3	27	27.S.C 27.I.V 27.M.c 27.5.T 27._._ 27.P.C 27.I.V 27.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ɕim⁵⁵+bɯ³¹	0	2062 2060	ɕ i m ⁵⁵ + b - ɯ - ³¹
4369	846_full	full	Nusu	Nu (Bijiang) [Nusu]	bə̃ʴ³¹	bəʴ³¹	b ə˞ ³¹	nusu1239	1429	26.73	98.88		1 7 8	AXT	PE3	28	28.P.C 28.E.V 28.3.T	1.6 3.0 1.0	bə˞³¹	0	2060	b - ə˞ - ³¹
4370	846_full	full	Derung	Trung	dɑ̆m⁵⁵	dɑm⁵⁵	d ɑ m ⁵⁵	drun1238	1429	28.01	98.49		1 7 4 8	AXLT	TAM5	6	6.T.C 6.A.V 6.M.c 6.5.T	1.6 3.0 1.1 1.0	dɑm⁵⁵	0	2061	d - ɑ m ⁵⁵
4371	846_full	full	Jingpho	Jingpho	phʒiŋ⁵⁵	phʒiŋ⁵⁵	pʰ ʒ i ŋ ⁵⁵	jing1260	1429	25.46	97.33		1 3 7 4 8	ACXLT	PSIN5	15	15.P.C 15.S.C 15.I.V 15.N.c 15.5.T	1.6 1.2 3.0 1.1 1.0	pʰʒiŋ⁵⁵	0	2058	pʰ ʒ i ŋ ⁵⁵
4372	846_full	full	Miju	Deng (Kaman) [Miju]	phlɑ̆ŋ⁵⁵	phlɑŋ⁵⁵	pʰ l ɑ ŋ ⁵⁵	miju1243	1429	28.47	97.04		1 5 7 4 8	ACXLT	PLAN5	23	23.P.C 23.L.C 23.A.V 23.N.c 23.5.T	1.6 1.2 3.0 1.1 1.0	pʰlɑŋ⁵⁵	0	2058	pʰ l ɑ ŋ ⁵⁵
4373	846_full	full	DigaroMishmi	Deng(Darang) [Taraon]	blɯŋ⁵⁵	blɯŋ⁵⁵	b l ɯ ŋ ⁵⁵	diga1241	1429	28.5	96.88		1 5 7 4 8	ACXLT	PLIN5	7	7.P.C 7.L.C 7.I.V 7.N.c 7.5.T	1.6 1.2 3.0 1.1 1.0	blɯŋ⁵⁵	0	2058	b l ɯ ŋ ⁵⁵
