ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
TibetanLhasa-800_big-1-1,TibetanLhasa-800_big-1,tɕhẽ⁵⁵_po⁵³,800_big-1,false,expert,Gao2020,,,
TibetanDege-800_big-1-1,TibetanDege-800_big-1,tɕhe⁵³_bo⁵³,800_big-1,false,expert,Gao2020,,,
TibetanXiahe-800_big-1-1,TibetanXiahe-800_big-1,tɕhe_po,800_big-1,false,expert,Gao2020,,,
TibetanZeku-800_big-1-1,TibetanZeku-800_big-1,tɕhe,800_big-1,false,expert,Gao2020,,,
MenbaCuona-800_big-1-1,MenbaCuona-800_big-1,then⁵⁵_po⁵³,800_big-6,false,expert,Gao2020,,,
MenbaMotuo-800_big-1-1,MenbaMotuo-800_big-1,tɕhi_lo,800_big-1,false,expert,Gao2020,,,
QiangMawo-800_big-1-1,QiangMawo-800_big-1,bɑɹ,800_big-8,false,expert,Gao2020,,,
QiangTaoping-800_big-1-1,QiangTaoping-800_big-1,bʐɑ³³,800_big-8,false,expert,Gao2020,,,
PumiTaoba-800_big-1-1,PumiTaoba-800_big-1,ɕə⁵⁵_mə⁵³,800_big-10,false,expert,Gao2020,,,
PumiQinghua-800_big-1-1,PumiQinghua-800_big-1,ta⁵⁵,800_big-6,false,expert,Gao2020,,,
rGyalrongSomo-800_big-1-1,rGyalrongSomo-800_big-1,kə_ktᴇ,800_big-12,false,expert,Gao2020,,,
Ergong-800_big-1-1,Ergong-800_big-1,tɕhɛ,800_big-6,false,expert,Gao2020,,,
MuyaMinyak-800_big-1-1,MuyaMinyak-800_big-1,ki³³_kɔ⁵³,800_big-14,false,expert,Gao2020,,,
ZhebaQueyu-800_big-1-1,ZhebaQueyu-800_big-1,kɐ³³_kɐ⁵⁵,800_big-15,false,expert,Gao2020,,,
Guiqiong-800_big-1-1,Guiqiong-800_big-1,dɑ³³_dɑ³³,800_big-6,false,expert,Gao2020,,,
ErsuGanluo-800_big-1-1,ErsuGanluo-800_big-1,ȵi⁵⁵_ȵi⁵⁵,800_big-17,false,expert,Gao2020,,,
Namuyi-800_big-1-1,Namuyi-800_big-1,da⁵⁵_dʐɿ³³,800_big-6,false,expert,Gao2020,,,
ShixingXumi-800_big-1-1,ShixingXumi-800_big-1,duɐ³⁵,800_big-6,false,expert,Gao2020,,,
YiXide-800_big-1-1,YiXide-800_big-1,a⁴⁴_ʑɿ³³,800_big-20,false,expert,Gao2020,,,
YiDafang-800_big-1-1,YiDafang-800_big-1,ɣə³³,800_big-21,false,expert,Gao2020,,,
YiNanjian-800_big-1-1,YiNanjian-800_big-1,ʑe²¹,800_big-20,false,expert,Gao2020,,,
YiNanhua-800_big-1-1,YiNanhua-800_big-1,ʑɛ²¹,800_big-20,false,expert,Gao2020,,,
YiMile-800_big-1-1,YiMile-800_big-1,ɣᴀ²¹,800_big-21,false,expert,Gao2020,,,
MojiangYi-800_big-1-1,MojiangYi-800_big-1,ɣɛ³³,800_big-21,false,expert,Gao2020,,,
Liso-800_big-1-1,Liso-800_big-1,vu³¹,800_big-21,false,expert,Gao2020,,,
LijangNaxi-800_big-1-1,LijangNaxi-800_big-1,dɯ³¹,800_big-6,false,expert,Gao2020,,,
YongningNaxi-800_big-1-1,YongningNaxi-800_big-1,dɿ¹³,800_big-6,false,expert,Gao2020,,,
BikaHani-800_big-1-1,BikaHani-800_big-1,xɤ³¹,800_big-29,false,expert,Gao2020,,,
HayaHani-800_big-1-1,HayaHani-800_big-1,xɯ³¹,800_big-29,false,expert,Gao2020,,,
HaobaiHani-800_big-1-1,HaobaiHani-800_big-1,xɯ³¹,800_big-29,false,expert,Gao2020,,,
Lahu-800_big-1-1,Lahu-800_big-1,ə¹¹,800_big-32,false,expert,Gao2020,,,
Jinou-800_big-1-1,Jinou-800_big-1,la³³_xɯ³³,800_big-29,false,expert,Gao2020,,,
DaliBai-800_big-1-1,DaliBai-800_big-1,to⁵³,800_big-6,false,expert,Gao2020,,,
JianchuanBai-800_big-1-1,JianchuanBai-800_big-1,to⁴²,800_big-6,false,expert,Gao2020,,,
BijangBai-800_big-1-1,BijangBai-800_big-1,do⁴²,800_big-6,false,expert,Gao2020,,,
Tuja-800_big-1-1,Tuja-800_big-1,tshi⁵³,800_big-37,false,expert,Gao2020,,,
WrittenBurmese-800_big-1-1,WrittenBurmese-800_big-1,kri³,800_big-38,false,expert,Gao2020,,,
SpokenBurmese-800_big-1-1,SpokenBurmese-800_big-1,tɕi⁵⁵,800_big-38,false,expert,Gao2020,,,
Achang-800_big-1-1,Achang-800_big-1,kʐə³¹,800_big-38,false,expert,Gao2020,,,
Zaiwa-800_big-1-1,Zaiwa-800_big-1,ko̱²¹,800_big-41,false,expert,Gao2020,,,
LhaoVo-800_big-1-1,LhaoVo-800_big-1,ɣə³⁵,800_big-29,false,expert,Gao2020,,,
Nung-800_big-1-1,Nung-800_big-1,uɑ⁵⁵_dɯŋ³¹,800_big-43,false,expert,Gao2020,,,
Nusu-800_big-1-1,Nusu-800_big-1,ʐi⁵⁵_ɑ³¹,800_big-44,false,expert,Gao2020,,,
Derung-800_big-1-1,Derung-800_big-1,tɑ̆i⁵³,800_big-6,false,expert,Gao2020,,,
Jingpho-800_big-1-1,Jingpho-800_big-1,kă³¹_pa³¹,800_big-46,false,expert,Gao2020,,,
Miju-800_big-1-1,Miju-800_big-1,kɯ³¹_tɑi³⁵,800_big-6,false,expert,Gao2020,,,
DigaroMishmi-800_big-1-1,DigaroMishmi-800_big-1,dɯ³¹_ɹɯŋ⁵⁵,800_big-43,false,expert,Gao2020,,,
IduMishmi-800_big-1-1,IduMishmi-800_big-1,kɑ⁵⁵_tɕhi⁵⁵,800_big-1,false,expert,Gao2020,,,
Bokar-800_big-1-1,Bokar-800_big-1,təː_pə,800_big-50,false,expert,Gao2020,,,
Puroik-800_big-1-1,Puroik-800_big-1,a³³_bua³³,800_big-51,false,expert,Gao2020,,,
TibetanWritten-809_long-1-1,TibetanWritten-809_long-1,riŋ_po,809_long-1,false,expert,Gao2020,,,
TibetanLhasa-809_long-1-1,TibetanLhasa-809_long-1,riŋ¹⁵_ku⁵³,809_long-1,false,expert,Gao2020,,,
TibetanDege-809_long-1-1,TibetanDege-809_long-1,rin¹³_bo⁵³,809_long-1,false,expert,Gao2020,,,
TibetanXiahe-809_long-1-1,TibetanXiahe-809_long-1,raŋ_wo,809_long-1,false,expert,Gao2020,,,
TibetanZeku-809_long-1-1,TibetanZeku-809_long-1,raŋ,809_long-1,false,expert,Gao2020,,,
MenbaCuona-809_long-1-1,MenbaCuona-809_long-1,riŋ¹³_po⁵³,809_long-1,false,expert,Gao2020,,,
MenbaMotuo-809_long-1-1,MenbaMotuo-809_long-1,riŋ_mo,809_long-1,false,expert,Gao2020,,,
QiangMawo-809_long-1-1,QiangMawo-809_long-1,dʐi,809_long-8,false,expert,Gao2020,,,
QiangTaoping-809_long-1-1,QiangTaoping-809_long-1,dʐe³³,809_long-8,false,expert,Gao2020,,,
PumiTaoba-809_long-1-1,PumiTaoba-809_long-1,ʂã⁵⁵_mə⁵³,809_long-8,false,expert,Gao2020,,,
PumiQinghua-809_long-1-1,PumiQinghua-809_long-1,ʂã⁵⁵,809_long-8,false,expert,Gao2020,,,
rGyalrongSomo-809_long-1-1,rGyalrongSomo-809_long-1,kə_skhᴇn,809_long-12,false,expert,Gao2020,,,
Ergong-809_long-1-1,Ergong-809_long-1,dʑi,809_long-8,false,expert,Gao2020,,,
MuyaMinyak-809_long-1-1,MuyaMinyak-809_long-1,ʐɯ³³_ʐɯ⁵⁵,809_long-8,false,expert,Gao2020,,,
ZhebaQueyu-809_long-1-1,ZhebaQueyu-809_long-1,se³³_se⁵⁵,809_long-8,false,expert,Gao2020,,,
Guiqiong-809_long-1-1,Guiqiong-809_long-1,xĩ⁵⁵,809_long-16,false,expert,Gao2020,,,
ErsuGanluo-809_long-1-1,ErsuGanluo-809_long-1,jɑ³³_ʂɛ⁵⁵,809_long-8,false,expert,Gao2020,,,
Namuyi-809_long-1-1,Namuyi-809_long-1,da⁵⁵_ʂa³³,809_long-8,false,expert,Gao2020,,,
ShixingXumi-809_long-1-1,ShixingXumi-809_long-1,ʂɛ⁵⁵̃,809_long-8,false,expert,Gao2020,,,
YiXide-809_long-1-1,YiXide-809_long-1,a³³_ʂo³³,809_long-8,false,expert,Gao2020,,,
YiDafang-809_long-1-1,YiDafang-809_long-1,ɕe³³,809_long-8,false,expert,Gao2020,,,
YiNanjian-809_long-1-1,YiNanjian-809_long-1,ʂɿ⁵⁵,809_long-8,false,expert,Gao2020,,,
YiNanhua-809_long-1-1,YiNanhua-809_long-1,ʂi³³,809_long-8,false,expert,Gao2020,,,
YiMile-809_long-1-1,YiMile-809_long-1,ŋᴀ²¹,809_long-24,false,expert,Gao2020,,,
MojiangYi-809_long-1-1,MojiangYi-809_long-1,sɛ⁵⁵,809_long-8,false,expert,Gao2020,,,
Liso-809_long-1-1,Liso-809_long-1,ʃɿ⁴⁴,809_long-8,false,expert,Gao2020,,,
LijangNaxi-809_long-1-1,LijangNaxi-809_long-1,ʂəɹ³¹,809_long-8,false,expert,Gao2020,,,
YongningNaxi-809_long-1-1,YongningNaxi-809_long-1,ʂa³³,809_long-8,false,expert,Gao2020,,,
BikaHani-809_long-1-1,BikaHani-809_long-1,mu⁵⁵,809_long-29,false,expert,Gao2020,,,
HayaHani-809_long-1-1,HayaHani-809_long-1,mo⁵⁵,809_long-29,false,expert,Gao2020,,,
HaobaiHani-809_long-1-1,HaobaiHani-809_long-1,mu⁵⁵,809_long-29,false,expert,Gao2020,,,
Lahu-809_long-1-1,Lahu-809_long-1,zɿ³¹,809_long-8,false,expert,Gao2020,,,
Jinou-809_long-1-1,Jinou-809_long-1,la³³_ɕɯ⁵⁵,809_long-8,false,expert,Gao2020,,,
DaliBai-809_long-1-1,DaliBai-809_long-1,tsou²¹,809_long-34,false,expert,Gao2020,,,
JianchuanBai-809_long-1-1,JianchuanBai-809_long-1,tsõ²¹,809_long-34,false,expert,Gao2020,,,
BijangBai-809_long-1-1,BijangBai-809_long-1,ʈõ²¹,809_long-34,false,expert,Gao2020,,,
Tuja-809_long-1-1,Tuja-809_long-1,ɣɯe²¹_pa²¹,809_long-37,false,expert,Gao2020,,,
WrittenBurmese-809_long-1-1,WrittenBurmese-809_long-1,hrɑȵ²,809_long-8,false,expert,Gao2020,,,
SpokenBurmese-809_long-1-1,SpokenBurmese-809_long-1,ɕe²²,809_long-8,false,expert,Gao2020,,,
Achang-809_long-1-1,Achang-809_long-1,səŋ⁵⁵,809_long-8,false,expert,Gao2020,,,
Zaiwa-809_long-1-1,Zaiwa-809_long-1,xiŋ⁵¹,809_long-8,false,expert,Gao2020,,,
LhaoVo-809_long-1-1,LhaoVo-809_long-1,xaŋ³¹,809_long-8,false,expert,Gao2020,,,
Nung-809_long-1-1,Nung-809_long-1,uɑ⁵⁵_ȵɑ³¹,809_long-43,false,expert,Gao2020,,,
Nusu-809_long-1-1,Nusu-809_long-1,xɹɯ³¹,809_long-8,false,expert,Gao2020,,,
Derung-809_long-1-1,Derung-809_long-1,mɹɑ̆ŋ⁵³,809_long-45,false,expert,Gao2020,,,
Jingpho-809_long-1-1,Jingpho-809_long-1,kă³¹_lu³¹,809_long-46,false,expert,Gao2020,,,
Miju-809_long-1-1,Miju-809_long-1,khɹɑ̆ŋ⁵⁵,809_long-47,false,expert,Gao2020,,,
DigaroMishmi-809_long-1-1,DigaroMishmi-809_long-1,kɑ³¹_lɯŋ⁵⁵,809_long-46,false,expert,Gao2020,,,
IduMishmi-809_long-1-1,IduMishmi-809_long-1,kɑ⁵⁵_loŋ⁵⁵,809_long-46,false,expert,Gao2020,,,
Bokar-809_long-1-1,Bokar-809_long-1,jaː_ro,809_long-50,false,expert,Gao2020,,,
Puroik-809_long-1-1,Puroik-809_long-1,a³³_pɹaŋ⁵³,809_long-51,false,expert,Gao2020,,,
TibetanWritten-801_small-1-1,TibetanWritten-801_small-1,tɕhuŋ_tɕhuŋ,801_small-1,false,expert,Gao2020,,,
TibetanLhasa-801_small-1-1,TibetanLhasa-801_small-1,tɕhuŋ⁵⁵_tɕhuŋ⁵⁵,801_small-1,false,expert,Gao2020,,,
TibetanDege-801_small-1-1,TibetanDege-801_small-1,tɕhuŋ⁵³_tɕhuŋ⁵³,801_small-1,false,expert,Gao2020,,,
TibetanXiahe-801_small-1-1,TibetanXiahe-801_small-1,tɕhoŋ_tɕhoŋ,801_small-1,false,expert,Gao2020,,,
TibetanZeku-801_small-1-1,TibetanZeku-801_small-1,tɕhoŋ_tɕhoŋ,801_small-1,false,expert,Gao2020,,,
MenbaCuona-801_small-1-1,MenbaCuona-801_small-1,priu⁵³,801_small-6,false,expert,Gao2020,,,
MenbaMotuo-801_small-1-1,MenbaMotuo-801_small-1,ze_mo,801_small-7,false,expert,Gao2020,,,
QiangMawo-801_small-1-1,QiangMawo-801_small-1,χtʂɑ,801_small-8,false,expert,Gao2020,,,
QiangTaoping-801_small-1-1,QiangTaoping-801_small-1,pə³¹_tʂhe⁵⁵,801_small-8,false,expert,Gao2020,,,
PumiTaoba-801_small-1-1,PumiTaoba-801_small-1,ka³⁵_tse³⁵_mə⁵³,801_small-8,false,expert,Gao2020,,,
PumiQinghua-801_small-1-1,PumiQinghua-801_small-1,qa¹³_tsɛ³⁵,801_small-8,false,expert,Gao2020,,,
rGyalrongSomo-801_small-1-1,rGyalrongSomo-801_small-1,kə_ktsi,801_small-8,false,expert,Gao2020,,,
Ergong-801_small-1-1,Ergong-801_small-1,dau_dau,801_small-13,false,expert,Gao2020,,,
MuyaMinyak-801_small-1-1,MuyaMinyak-801_small-1,tsɯ³³_tsɛ³⁵,801_small-8,false,expert,Gao2020,,,
ZhebaQueyu-801_small-1-1,ZhebaQueyu-801_small-1,tsi³⁵_ka⁵⁵,801_small-8,false,expert,Gao2020,,,
Guiqiong-801_small-1-1,Guiqiong-801_small-1,ŋɛ⁵⁵̃_ŋɛ⁵⁵̃_tsi³³,801_small-16,false,expert,Gao2020,,,
ErsuGanluo-801_small-1-1,ErsuGanluo-801_small-1,maʴ⁵⁵_maʴ⁵⁵,801_small-17,false,expert,Gao2020,,,
Namuyi-801_small-1-1,Namuyi-801_small-1,ɛ³³_tsɿ⁵⁵,801_small-8,false,expert,Gao2020,,,
ShixingXumi-801_small-1-1,ShixingXumi-801_small-1,e³³_tsi³³_tsi⁵⁵,801_small-8,false,expert,Gao2020,,,
YiXide-801_small-1-1,YiXide-801_small-1,e⁵⁵_tsɿ̱³³,801_small-8,false,expert,Gao2020,,,
YiDafang-801_small-1-1,YiDafang-801_small-1,ba²¹,801_small-21,false,expert,Gao2020,,,
YiNanjian-801_small-1-1,YiNanjian-801_small-1,u⁵⁵,801_small-22,false,expert,Gao2020,,,
YiNanhua-801_small-1-1,YiNanhua-801_small-1,ʑe³³,801_small-23,false,expert,Gao2020,,,
YiMile-801_small-1-1,YiMile-801_small-1,nᴀ³³,801_small-22,false,expert,Gao2020,,,
MojiangYi-801_small-1-1,MojiangYi-801_small-1,ŋɛ⁵⁵,801_small-16,false,expert,Gao2020,,,
Liso-801_small-1-1,Liso-801_small-1,ʒo⁴⁴,801_small-26,false,expert,Gao2020,,,
LijangNaxi-801_small-1-1,LijangNaxi-801_small-1,tɕi⁵⁵,801_small-27,false,expert,Gao2020,,,
YongningNaxi-801_small-1-1,YongningNaxi-801_small-1,tɕi¹³,801_small-27,false,expert,Gao2020,,,
BikaHani-801_small-1-1,BikaHani-801_small-1,ni⁵⁵,801_small-22,false,expert,Gao2020,,,
HayaHani-801_small-1-1,HayaHani-801_small-1,ȵi⁵⁵,801_small-22,false,expert,Gao2020,,,
HaobaiHani-801_small-1-1,HaobaiHani-801_small-1,mɯ⁵⁵,801_small-22,false,expert,Gao2020,,,
Lahu-801_small-1-1,Lahu-801_small-1,i³³,801_small-32,false,expert,Gao2020,,,
Jinou-801_small-1-1,Jinou-801_small-1,a³³_ne⁵⁵,801_small-22,false,expert,Gao2020,,,
DaliBai-801_small-1-1,DaliBai-801_small-1,se³¹,801_small-34,false,expert,Gao2020,,,
JianchuanBai-801_small-1-1,JianchuanBai-801_small-1,se³¹,801_small-34,false,expert,Gao2020,,,
BijangBai-801_small-1-1,BijangBai-801_small-1,sẽ⁴²,801_small-34,false,expert,Gao2020,,,
Tuja-801_small-1-1,Tuja-801_small-1,suan⁵³,801_small-37,false,expert,Gao2020,,,
WrittenBurmese-801_small-1-1,WrittenBurmese-801_small-1,ŋɑj²,801_small-16,false,expert,Gao2020,,,
SpokenBurmese-801_small-1-1,SpokenBurmese-801_small-1,ŋɛ²²,801_small-16,false,expert,Gao2020,,,
Achang-801_small-1-1,Achang-801_small-1,ȵi⁵⁵,801_small-22,false,expert,Gao2020,,,
Zaiwa-801_small-1-1,Zaiwa-801_small-1,ti̱ʔ⁵⁵,801_small-41,false,expert,Gao2020,,,
LhaoVo-801_small-1-1,LhaoVo-801_small-1,ŋai³¹,801_small-16,false,expert,Gao2020,,,
Nung-801_small-1-1,Nung-801_small-1,tɕi⁵⁵_lɑ⁵⁵,801_small-27,false,expert,Gao2020,,,
Nusu-801_small-1-1,Nusu-801_small-1,ɑ³¹_ʔmɛ̱⁵³,801_small-44,false,expert,Gao2020,,,
Derung-801_small-1-1,Derung-801_small-1,tɕi⁵⁵_tɕɑ̆l⁵³,801_small-27,false,expert,Gao2020,,,
Jingpho-801_small-1-1,Jingpho-801_small-1,kă³¹_tʃi³¹,801_small-27,false,expert,Gao2020,,,
Miju-801_small-1-1,Miju-801_small-1,kɯ³¹_juŋ⁵⁵,801_small-47,false,expert,Gao2020,,,
DigaroMishmi-801_small-1-1,DigaroMishmi-801_small-1,kɯ³¹_tie⁵³,801_small-41,false,expert,Gao2020,,,
IduMishmi-801_small-1-1,IduMishmi-801_small-1,i⁵⁵_tɕi⁵⁵_ɑ⁵⁵,801_small-27,false,expert,Gao2020,,,
Bokar-801_small-1-1,Bokar-801_small-1,ɛː_tɕop,801_small-27,false,expert,Gao2020,,,
Puroik-801_small-1-1,Puroik-801_small-1,ciaŋ³³,801_small-27,false,expert,Gao2020,,,
TibetanWritten-291_woman-1-1,TibetanWritten-291_woman-1,skje_dman,291_woman-1,false,expert,Gao2020,,,
TibetanLhasa-291_woman-1-1,TibetanLhasa-291_woman-1,ce⁵³_mɛ⁵⁵̃,291_woman-1,false,expert,Gao2020,,,
TibetanDege-291_woman-1-1,TibetanDege-291_woman-1,na¹³_mo⁵³,291_woman-1,false,expert,Gao2020,,,
TibetanXiahe-291_woman-1-1,TibetanXiahe-291_woman-1,mo,291_woman-1,false,expert,Gao2020,,,
TibetanZeku-291_woman-1-1,TibetanZeku-291_woman-1,wo_mo,291_woman-1,false,expert,Gao2020,,,
MenbaCuona-291_woman-1-1,MenbaCuona-291_woman-1,pom¹³,291_woman-6,false,expert,Gao2020,,,
MenbaMotuo-291_woman-1-1,MenbaMotuo-291_woman-1,mo_jak_tsa,291_woman-1,false,expert,Gao2020,,,
QiangMawo-291_woman-1-1,QiangMawo-291_woman-1,tsəm,291_woman-8,false,expert,Gao2020,,,
QiangTaoping-291_woman-1-1,QiangTaoping-291_woman-1,tɕi³³,291_woman-9,false,expert,Gao2020,,,
PumiTaoba-291_woman-1-1,PumiTaoba-291_woman-1,m̥ø̃³⁵_ba³⁵,291_woman-1,false,expert,Gao2020,,,
PumiQinghua-291_woman-1-1,PumiQinghua-291_woman-1,m̥i¹³_by⁵⁵_bɑ¹³,291_woman-1,false,expert,Gao2020,,,
rGyalrongSomo-291_woman-1-1,rGyalrongSomo-291_woman-1,tə_mi,291_woman-1,false,expert,Gao2020,,,
Ergong-291_woman-1-1,Ergong-291_woman-1,smɛ_ŋa,291_woman-1,false,expert,Gao2020,,,
MuyaMinyak-291_woman-1-1,MuyaMinyak-291_woman-1,mo⁵⁵_ȵo⁵³,291_woman-1,false,expert,Gao2020,,,
ZhebaQueyu-291_woman-1-1,ZhebaQueyu-291_woman-1,zõ³⁵,291_woman-15,false,expert,Gao2020,,,
Guiqiong-291_woman-1-1,Guiqiong-291_woman-1,tshɿ³³_me⁵⁵_ȵɑ³³,291_woman-1,false,expert,Gao2020,,,
ErsuGanluo-291_woman-1-1,ErsuGanluo-291_woman-1,xi⁵⁵_ma⁵⁵_ndzɑ⁵⁵_ma⁵⁵,291_woman-1,false,expert,Gao2020,,,
Namuyi-291_woman-1-1,Namuyi-291_woman-1,zɿ³³_mi⁵⁵,291_woman-1,false,expert,Gao2020,,,
ShixingXumi-291_woman-1-1,ShixingXumi-291_woman-1,ɑ³³_mi⁵⁵_əʴ⁵⁵_mi⁵⁵,291_woman-1,false,expert,Gao2020,,,
YiXide-291_woman-1-1,YiXide-291_woman-1,a²¹_m̩ɿ³³_zɯ³³,291_woman-1,false,expert,Gao2020,,,
YiDafang-291_woman-1-1,YiDafang-291_woman-1,ȵi⁵⁵_nɯ³³,291_woman-21,false,expert,Gao2020,,,
YiNanjian-291_woman-1-1,YiNanjian-291_woman-1,mɑ²¹_ny⁵⁵_ɣu²¹,291_woman-21,false,expert,Gao2020,,,
YiNanhua-291_woman-1-1,YiNanhua-291_woman-1,tshᴀ³³_mo³³,291_woman-1,false,expert,Gao2020,,,
YiMile-291_woman-1-1,YiMile-291_woman-1,mᴀ²¹_tʂɛ³³_mo³³,291_woman-1,false,expert,Gao2020,,,
MojiangYi-291_woman-1-1,MojiangYi-291_woman-1,mɛ²¹_dʑe²¹,291_woman-1,false,expert,Gao2020,,,
Liso-291_woman-1-1,Liso-291_woman-1,zɑ⁴¹_mɯ⁴¹_zɑ⁴¹,291_woman-1,false,expert,Gao2020,,,
LijangNaxi-291_woman-1-1,LijangNaxi-291_woman-1,mi⁵⁵_tɕhy³³,291_woman-1,false,expert,Gao2020,,,
YongningNaxi-291_woman-1-1,YongningNaxi-291_woman-1,mv¹³,291_woman-1,false,expert,Gao2020,,,
BikaHani-291_woman-1-1,BikaHani-291_woman-1,jɔ³¹_mi³¹,291_woman-1,false,expert,Gao2020,,,
HayaHani-291_woman-1-1,HayaHani-291_woman-1,za³¹_mi³¹,291_woman-1,false,expert,Gao2020,,,
HaobaiHani-291_woman-1-1,HaobaiHani-291_woman-1,zɔ³¹_mi³¹,291_woman-1,false,expert,Gao2020,,,
Lahu-291_woman-1-1,Lahu-291_woman-1,zᴀ⁵³_mi⁵³_mᴀ³⁵,291_woman-1,false,expert,Gao2020,,,
Jinou-291_woman-1-1,Jinou-291_woman-1,khɔ³³_mɔ⁴⁴,291_woman-1,false,expert,Gao2020,,,
DaliBai-291_woman-1-1,DaliBai-291_woman-1,ȵv³³_ȵi²¹,291_woman-21,false,expert,Gao2020,,,
JianchuanBai-291_woman-1-1,JianchuanBai-291_woman-1,jṽ³³_jɪ²¹̃,291_woman-21,false,expert,Gao2020,,,
BijangBai-291_woman-1-1,BijangBai-291_woman-1,ȵu³³_ȵi²¹,291_woman-21,false,expert,Gao2020,,,
Tuja-291_woman-1-1,Tuja-291_woman-1,ma²¹_ma²¹_tie⁵⁵,291_woman-1,false,expert,Gao2020,,,
WrittenBurmese-291_woman-1-1,WrittenBurmese-291_woman-1,min³_mɑ¹,291_woman-1,false,expert,Gao2020,,,
SpokenBurmese-291_woman-1-1,SpokenBurmese-291_woman-1,mẽ⁵⁵_mɑ⁵³,291_woman-1,false,expert,Gao2020,,,
Achang-291_woman-1-1,Achang-291_woman-1,i³¹_ȵɔ³¹,291_woman-21,false,expert,Gao2020,,,
Zaiwa-291_woman-1-1,Zaiwa-291_woman-1,mji²¹_ve²¹,291_woman-1,false,expert,Gao2020,,,
LhaoVo-291_woman-1-1,LhaoVo-291_woman-1,mji³⁵_ɣɛ³⁵,291_woman-1,false,expert,Gao2020,,,
Nung-291_woman-1-1,Nung-291_woman-1,tɕhɑ³¹_mɑ⁵⁵_zɑ⁵⁵,291_woman-1,false,expert,Gao2020,,,
Nusu-291_woman-1-1,Nusu-291_woman-1,mi³¹_ɑ³¹,291_woman-1,false,expert,Gao2020,,,
Derung-291_woman-1-1,Derung-291_woman-1,pɯ³¹_mɑ⁵⁵,291_woman-1,false,expert,Gao2020,,,
Jingpho-291_woman-1-1,Jingpho-291_woman-1,num³³,291_woman-21,false,expert,Gao2020,,,
Miju-291_woman-1-1,Miju-291_woman-1,kɯ³¹_mɑi³⁵_sɑ⁵³,291_woman-1,false,expert,Gao2020,,,
DigaroMishmi-291_woman-1-1,DigaroMishmi-291_woman-1,me³⁵_jɑ⁵³_ɑ³¹,291_woman-1,false,expert,Gao2020,,,
IduMishmi-291_woman-1-1,IduMishmi-291_woman-1,mi⁵⁵_juŋ⁵⁵,291_woman-1,false,expert,Gao2020,,,
Bokar-291_woman-1-1,Bokar-291_woman-1,ȵe_məː,291_woman-1,false,expert,Gao2020,,,
Puroik-291_woman-1-1,Puroik-291_woman-1,a³³_mui⁵³,291_woman-1,false,expert,Gao2020,,,
TibetanWritten-290_manmaleperson-1-1,TibetanWritten-290_manmaleperson-1,khjo_ka,290_manmaleperson-1,false,expert,Gao2020,,,
TibetanLhasa-290_manmaleperson-1-1,TibetanLhasa-290_manmaleperson-1,cho⁵³_ka⁵³,290_manmaleperson-1,false,expert,Gao2020,,,
TibetanDege-290_manmaleperson-1-1,TibetanDege-290_manmaleperson-1,ɕe⁵⁵_pa⁵³,290_manmaleperson-3,false,expert,Gao2020,,,
TibetanXiahe-290_manmaleperson-1-1,TibetanXiahe-290_manmaleperson-1,ho,290_manmaleperson-4,false,expert,Gao2020,,,
TibetanZeku-290_manmaleperson-1-1,TibetanZeku-290_manmaleperson-1,ho_rcçi,290_manmaleperson-4,false,expert,Gao2020,,,
MenbaCuona-290_manmaleperson-1-1,MenbaCuona-290_manmaleperson-1,pu¹³,290_manmaleperson-4,false,expert,Gao2020,,,
MenbaMotuo-290_manmaleperson-1-1,MenbaMotuo-290_manmaleperson-1,pho_jak_tsa,290_manmaleperson-4,false,expert,Gao2020,,,
QiangMawo-290_manmaleperson-1-1,QiangMawo-290_manmaleperson-1,tɕim,290_manmaleperson-8,false,expert,Gao2020,,,
QiangTaoping-290_manmaleperson-1-1,QiangTaoping-290_manmaleperson-1,tʃɿ³³,290_manmaleperson-9,false,expert,Gao2020,,,
PumiTaoba-290_manmaleperson-1-1,PumiTaoba-290_manmaleperson-1,pʉ³⁵_tshɛ³⁵,290_manmaleperson-4,false,expert,Gao2020,,,
PumiQinghua-290_manmaleperson-1-1,PumiQinghua-290_manmaleperson-1,by¹³_tshie¹³,290_manmaleperson-4,false,expert,Gao2020,,,
rGyalrongSomo-290_manmaleperson-1-1,rGyalrongSomo-290_manmaleperson-1,tə_tsa,290_manmaleperson-9,false,expert,Gao2020,,,
Ergong-290_manmaleperson-1-1,Ergong-290_manmaleperson-1,bʑɯ,290_manmaleperson-9,false,expert,Gao2020,,,
MuyaMinyak-290_manmaleperson-1-1,MuyaMinyak-290_manmaleperson-1,thɯ⁵⁵_tshe⁵³,290_manmaleperson-14,false,expert,Gao2020,,,
ZhebaQueyu-290_manmaleperson-1-1,ZhebaQueyu-290_manmaleperson-1,zi³⁵,290_manmaleperson-9,false,expert,Gao2020,,,
Guiqiong-290_manmaleperson-1-1,Guiqiong-290_manmaleperson-1,tsi⁵⁵_ȵɑ³³,290_manmaleperson-9,false,expert,Gao2020,,,
ErsuGanluo-290_manmaleperson-1-1,ErsuGanluo-290_manmaleperson-1,lio⁵⁵_lio⁵⁵_zɿ³³,290_manmaleperson-17,false,expert,Gao2020,,,
Namuyi-290_manmaleperson-1-1,Namuyi-290_manmaleperson-1,phɛ³³_tʂɿ⁵⁵,290_manmaleperson-18,false,expert,Gao2020,,,
