SID	SWADESH	YAKHONTOV	ENGLISH	CHINESE	LANGUAGE	COGNATE	FORM	CONCEPTICON_ID	CONCEPTICON_GLOSS
272	52	35	heart	心脏	15	15	xe⁵⁵ mø⁵³		
272	52	35	heart	心脏	16	16	tɔ³³̃ jɔ⁵³̃		
272	52	35	heart	心脏	17	1	sɿ⁵⁵ ȵi⁵⁵		
272	52	35	heart	心脏	18	1	ȵi³³ mi⁵⁵		
272	52	35	heart	心脏	19	1	ȵɛ⁵⁵ mi³³		
272	52	35	heart	心脏	20	1	he³³ ma⁵⁵		
272	52	35	heart	心脏	21	1	ne³³ mo²¹		
272	52	35	heart	心脏	22	1	m̩u̪³³ mɑ³³		
272	52	35	heart	心脏	23	1	ȵi̱³³ mo³³		
272	52	35	heart	心脏	24	1	ni̱³³ mo³³		
272	52	35	heart	心脏	25	1	ni̱³³ mo²¹		
272	52	35	heart	心脏	26	1	ni³⁵ mɑ³³		
272	52	35	heart	心脏	27	1	nv⁵⁵ me³³		
272	52	35	heart	心脏	28	1	mv³¹ mi³³		
272	52	35	heart	心脏	29	1	nɤ̱³³ mɔ³³		
272	52	35	heart	心脏	30	1	nɯ³³ ma³³		
272	52	35	heart	心脏	31	1	nɯ³³ mɔ³³		
272	52	35	heart	心脏	32	1	ɔ³¹ ni³³ mᴀ³³		
272	52	35	heart	心脏	33	33	pe³³ sɯ³³		
272	52	35	heart	心脏	34	33	ɕi³⁵ o⁴⁴		
272	52	35	heart	心脏	35	33	ɕĩ⁵⁵		
272	52	35	heart	心脏	36	33	sẽ⁵⁵		
272	52	35	heart	心脏	37	37	li⁵⁵ khu⁵⁵ li⁵⁵		
272	52	35	heart	心脏	38	1|45	hnɑ¹ luṁ³		
272	52	35	heart	心脏	39	1|45	n̥ɑ⁵³ lõ⁵⁵		
272	52	35	heart	心脏	40	1|45	ȵa⁵⁵ lum³¹		
272	52	35	heart	心脏	41	1|45	ni̱k⁵⁵ lu̱m²¹		
272	52	35	heart	心脏	42	1|45	na̱k⁵⁵ lam³⁵		
272	52	35	heart	心脏	43	1	ȵi⁵⁵ ɹɯm³¹		
272	52	35	heart	心脏	44	44|45	ʔĩ³¹ lɔ⁵⁵		
272	52	35	heart	心脏	45	45	ɹɯ³¹ mɔʔ⁵⁵̆		
272	52	35	heart	心脏	46	45	să³³ lum³³		
272	52	35	heart	心脏	47	45	lɯm³⁵		
272	52	35	heart	心脏	48	48	xɑ³¹ po⁵⁵ tiɑi⁵³		
272	52	35	heart	心脏	49	49	ɑ⁵⁵ po⁵⁵ bɹɑ³⁵		
272	52	35	heart	心脏	50	50	ɦuŋ puk		
272	52	35	heart	心脏	51	45	lok³³		
273	53	43	liver	肝	1	1	mtɕhin pa		
273	53	43	liver	肝	2	1	tɕhĭ⁵⁵ pa⁵³		
273	53	43	liver	肝	3	1	tɕhin⁵⁵ ba⁵³		
273	53	43	liver	肝	4	1	tɕhəm ba		
273	53	43	liver	肝	5	1	mtɕhən mba		
273	53	43	liver	肝	6	1	tsi⁵⁵ mo⁵³		
273	53	43	liver	肝	7	1	tɕhiŋ pa		
273	53	43	liver	肝	8	1	si		
273	53	43	liver	肝	9	1	sie⁵⁵		
273	53	43	liver	肝	10	1	tsuẽ⁵³		
273	53	43	liver	肝	11	1	tsyɛ⁵⁵̃		
273	53	43	liver	肝	12	12	tə phʃu		
273	53	43	liver	肝	13	1	she		
273	53	43	liver	肝	14	1	zɯ⁵³		
273	53	43	liver	肝	15	1	zɛ³⁵		
273	53	43	liver	肝	16	12	phu⁵³		
273	53	43	liver	肝	17	1	ntshɑ⁵⁵		
273	53	43	liver	肝	18	1	sɿ⁵⁵ ly⁵⁵		
273	53	43	liver	肝	19	1	suə̃⁵⁵		
273	53	43	liver	肝	20	1	si²¹		
273	53	43	liver	肝	21	1	sə³³		
273	53	43	liver	肝	22	1	dzɿ²¹ sɿ²¹		
273	53	43	liver	肝	23	1	sɛ²¹		
273	53	43	liver	肝	24	1	i³³ si⁵⁵		
273	53	43	liver	肝	25	1	sɛ²¹		
273	53	43	liver	肝	26	1	sɿ³¹		
273	53	43	liver	肝	27	1	səɹ⁵⁵		
273	53	43	liver	肝	28	1	sɿ¹³		
273	53	43	liver	肝	29	1	ɔ³¹ tshɿ³¹		
273	53	43	liver	肝	30	1	tshɔ³¹		
273	53	43	liver	肝	31	1	ɔ³¹ tshu³¹		
273	53	43	liver	肝	32	1	ɔ³¹ sɛ³¹		
273	53	43	liver	肝	33	1	ɑ³³ tshɯ³³		
273	53	43	liver	肝	34	34	kɑ³⁵ khv³¹		
273	53	43	liver	肝	35	34	kɑ̃⁵⁵		
273	53	43	liver	肝	36	34	qɑ̃⁵⁵		
273	53	43	liver	肝	37	37	a⁵⁵ ŋan⁵⁵		
273	53	43	liver	肝	38	1	ɑ¹ thɑȵ³		
273	53	43	liver	肝	39	1	ɑ tθɛ⁵⁵		
273	53	43	liver	肝	40	1	a³¹ ʂəŋ³¹		
273	53	43	liver	肝	41	1	siŋ²¹		
273	53	43	liver	肝	42	1	saŋ³⁵		
273	53	43	liver	肝	43	1	bɯ³¹ ɕin⁵⁵		
273	53	43	liver	肝	44	1	tsə̃ʴ⁵⁵		
273	53	43	liver	肝	45	1	pɯ³¹ ɕin⁵⁵		
273	53	43	liver	肝	46	1	sĭn³¹ tʃaʔ³¹		
273	53	43	liver	肝	47	47	blɑi³¹ blɑi⁵³		
273	53	43	liver	肝	48	48	ɹu⁵⁵ xɑ³¹ tiɑi⁵³		
273	53	43	liver	肝	49	49	huŋ⁵³		
273	53	43	liver	肝	50	50	jin		
273	53	43	liver	肝	51	51	a³³ pie⁵³		
534	54	14	drink	喝	1	1	ɦthuŋ		
534	54	14	drink	喝	2	1	thuŋ⁵⁵		
534	54	14	drink	喝	3	1	thuŋ⁵³		
534	54	14	drink	喝	4	1	thoŋ		
534	54	14	drink	喝	5	1	nthoŋ		
534	54	14	drink	喝	6	1	toŋ⁵⁵		
534	54	14	drink	喝	7	7	dʑam		
534	54	14	drink	喝	8	1	thi		
534	54	14	drink	喝	9	1	thie³³		
534	54	14	drink	喝	10	1	thiẽ⁵³		
534	54	14	drink	喝	11	1	thiɛ⁵⁵̃		
534	54	14	drink	喝	12	12	ka mot		
534	54	14	drink	喝	13	1	wthi		
534	54	14	drink	喝	14	1	tɕhyɯ⁵³		
534	54	14	drink	喝	15	1	kə³⁵ thũ⁵⁵		
534	54	14	drink	喝	16	1	tɕhɑ³⁵		
534	54	14	drink	喝	17	1	tshɛ⁵⁵		
534	54	14	drink	喝	18	1	ndʐɿ³⁵		
534	54	14	drink	喝	19	1	tɕhĩ³⁵		
534	54	14	drink	喝	20	1	ndo³³		
534	54	14	drink	喝	21	1	ndɔ²¹		
534	54	14	drink	喝	22	1	du⁵⁵		
534	54	14	drink	喝	23	1	dᴀ³³; tᴀ³¹		
534	54	14	drink	喝	24	1	tu³³		
534	54	14	drink	喝	25	1	dɒ²¹		
534	54	14	drink	喝	26	1	do³³		
534	54	14	drink	喝	27	1	thɯ³¹		
534	54	14	drink	喝	28	1	thɯ³³		
534	54	14	drink	喝	29	1	tu⁵⁵		
534	54	14	drink	喝	30	1	do⁵⁵		
534	54	14	drink	喝	31	1	tv⁵⁵̩		
534	54	14	drink	喝	32	1	dɔ³¹		
534	54	14	drink	喝	33	1	tɐ⁴²		
534	54	14	drink	喝	34	34	ɣɯ³³		
534	54	14	drink	喝	35	34	ɯ̃³³		
534	54	14	drink	喝	36	34	ɯ̃³³		
534	54	14	drink	喝	37	37	xu²¹		
534	54	14	drink	喝	38	38	thɔk		
534	54	14	drink	喝	39	38	tθɑuʔ⁴⁴		
534	54	14	drink	喝	40	38	ʂoʔ⁵⁵		
534	54	14	drink	喝	41	38	ʃuʔ⁵⁵		
534	54	14	drink	喝	42	38	ʃauk⁵⁵		
534	54	14	drink	喝	43	43	ʔɑŋ⁵⁵		
534	54	14	drink	喝	44	38	ɕhu̱⁵⁵		
534	54	14	drink	喝	45	45	ŋɑʔ⁵⁵		
534	54	14	drink	喝	46	46	luʔ³¹		
534	54	14	drink	喝	47	1	tɑuŋ⁵⁵		
534	54	14	drink	喝	48	1	tim³⁵		
534	54	14	drink	喝	49	1	tioŋ⁵⁵		
534	54	14	drink	喝	50	1	tɯŋ		
534	54	14	drink	喝	51	51	rin³³		
533	55	18	eat	吃	1	1	za		
533	55	18	eat	吃	2	1	sa¹³		
533	55	18	eat	吃	3	1	sa¹³		
533	55	18	eat	吃	4	1	sa		
533	55	18	eat	吃	5	1	sa		
533	55	18	eat	吃	6	1	zᴀ¹³		
533	55	18	eat	吃	7	1	za		
533	55	18	eat	吃	8	1	dzə		
533	55	18	eat	吃	9	1	dʒɿ³³		
533	55	18	eat	吃	10	1	dzə⁵³		
533	55	18	eat	吃	11	1	dzə⁵⁵		
533	55	18	eat	吃	12	1	ka za		
533	55	18	eat	吃	13	13	ɣu ŋgi		
533	55	18	eat	吃	14	1	ndzɯ³⁵		
533	55	18	eat	吃	15	15	kə³⁵ tɐ⁵³		
533	55	18	eat	吃	16	13	kø³⁵		
533	55	18	eat	吃	17	1	dzɿ³³		
533	55	18	eat	吃	18	1	dzɿ⁵³		
533	55	18	eat	吃	19	1	dzɛ⁵³		
533	55	18	eat	吃	20	1	dzɯ³³		
533	55	18	eat	吃	21	1	dzu³³		
533	55	18	eat	吃	22	1	dzɑ²¹; du⁵⁵		
533	55	18	eat	吃	23	1	dzo²¹		
533	55	18	eat	吃	24	1	dzo²¹		
533	55	18	eat	吃	25	1	dzo³³; tso³³		
533	55	18	eat	吃	26	1	dzɑ³¹		
533	55	18	eat	吃	27	1	ndzɯ³³		
533	55	18	eat	吃	28	1	dzɿ⁵⁵; dzɿ¹³		
533	55	18	eat	吃	29	1	tsɔ³¹		
533	55	18	eat	吃	30	1	dza³¹		
533	55	18	eat	吃	31	1	tsɔ³¹		
533	55	18	eat	吃	32	1	tsᴀ⁵³		
533	55	18	eat	吃	33	1	tsɔ³³		
533	55	18	eat	吃	34	34	jɯ⁴⁴		
533	55	18	eat	吃	35	34	jɯ⁴⁴		
533	55	18	eat	吃	36	34	ji⁵⁵		
533	55	18	eat	吃	37	13	ka³⁵		
533	55	18	eat	吃	38	1	sɑ³		
533	55	18	eat	吃	39	1	sɑ⁵⁵		
533	55	18	eat	吃	40	1	tɕɔ³¹		
533	55	18	eat	吃	41	1	tso²¹		
533	55	18	eat	吃	42	1	tsɔ³⁵		
533	55	18	eat	吃	43	43	ɑm⁵³		
533	55	18	eat	吃	44	1	dzɑ⁵⁵		
533	55	18	eat	吃	45	13	kɑi⁵⁵		
533	55	18	eat	吃	46	1	ʃa⁵⁵		
533	55	18	eat	吃	47	1	ɕɑ⁵³; tɕɑ⁵³		
533	55	18	eat	吃	48	48	thɑ⁵³		
533	55	18	eat	吃	49	49	hɑ⁵³		
533	55	18	eat	吃	50	48	doː		
533	55	18	eat	吃	51	51	tɕih⁵³		
535	56		bite	咬	1	1	so brgjab		
535	56		bite	咬	2	1	so⁵³ cap¹³		
535	56		bite	咬	3	3	ndʐe³¹		
535	56		bite	咬	4	1	sho tap		
535	56		bite	咬	5	1	sho ndep		
535	56		bite	咬	6	6	ʔoː⁵⁵ te¹³ chᴀʔ⁵³		
535	56		bite	咬	7	0			
535	56		bite	咬	8	8	dzi dzi		
535	56		bite	咬	9	9	χbe³³		
535	56		bite	咬	10	10	xa³⁵		
535	56		bite	咬	11	11	xə¹³ squɑ¹³		
535	56		bite	咬	12	12	kha mtʃik khɐ lɐt		
535	56		bite	咬	13	13	ʐtɕɛ		
535	56		bite	咬	14	14	khɯ⁵⁵ vɐ⁵³		
535	56		bite	咬	15	15	ko³⁵ ŋua⁵³		
535	56		bite	咬	16	16	tsɔ⁵³̃ di³³		
535	56		bite	咬	17	16	tʂɿ⁵⁵		
535	56		bite	咬	18	18	nthɛ³⁵		
535	56		bite	咬	19	19	pu⁵⁵		
535	56		bite	咬	20	20	ɕi⁵⁵		
535	56		bite	咬	21	20	tɕhi¹³		
535	56		bite	咬	22	22|18	tho³³; kho²¹		
535	56		bite	咬	23	22	khɯ⁵⁵		
535	56		bite	咬	24	24	dzᴀ̱²¹		
535	56		bite	咬	25	20	tshɯ̱²¹		
535	56		bite	咬	26	22	kho⁴¹		
535	56		bite	咬	27	24	tshɑ⁵⁵		
535	56		bite	咬	28	18	tha¹³		
535	56		bite	咬	29	18	thɔ̱³¹		
535	56		bite	咬	30	22	ko̱³¹		
535	56		bite	咬	31	22	kho³¹		
535	56		bite	咬	32	22	gə²¹		
535	56		bite	咬	33	18	thɐ⁵⁵		
535	56		bite	咬	34	34	ŋɑ⁴⁴		
535	56		bite	咬	35	34	ŋɑ⁴⁴		
535	56		bite	咬	36	34	ŋɑ⁴⁴		
535	56		bite	咬	37	22	ka³⁵		
535	56		bite	咬	38	22	kok		
535	56		bite	咬	39	38	kɑiʔ⁴⁴		
535	56		bite	咬	40	19	pan³¹		
535	56		bite	咬	41	34	ŋat²¹		
535	56		bite	咬	42	19	pəŋ³⁵		
535	56		bite	咬	43	24	dʑɯ⁵⁵ ŋu³¹		
535	56		bite	咬	44	24	tshuɔʴ⁵³		
535	56		bite	咬	45	34	ŋɑp⁵⁵		
535	56		bite	咬	46	46	kă³¹ wa⁵⁵		
535	56		bite	咬	47	47	sɑ̆k⁵⁵		
535	56		bite	咬	48	18	tie⁵⁵		
535	56		bite	咬	49	18	thu⁵⁵		
535	56		bite	咬	50	50	gam		
535	56		bite	咬	51	18	tua⁵³		
529	57	69	see	看见	1	1	mthoŋ		
529	57	69	see	看见	2	1	thoŋ⁵⁵		
529	57	69	see	看见	3	3	ri³¹		
529	57	69	see	看见	4	3	rək		
529	57	69	see	看见	5	3	rək		
529	57	69	see	看见	6	1	thoŋ⁵³		
529	57	69	see	看见	7	1	thoŋ		
529	57	69	see	看见	8	8	kuə tiu		
529	57	69	see	看见	9	9	tɕy³³		
529	57	69	see	看见	10	9	tɕyẽ⁵⁵		
529	57	69	see	看见	11	9	tsuɑ⁵⁵		
529	57	69	see	看见	12	1	ka mto		
529	57	69	see	看见	13	1	dɛ vdo		
529	57	69	see	看见	14	1	tø⁵⁵ rɔ⁵⁵		
529	57	69	see	看见	15	1	dã³⁵ do⁵⁵		
529	57	69	see	看见	16	9	tɕi⁵⁵ tɕɔ⁵⁵̃		
529	57	69	see	看见	17	1	ndo⁵⁵		
529	57	69	see	看见	18	1	ndo⁵³		
529	57	69	see	看见	19	1	dɔ³³̃		
529	57	69	see	看见	20	20	ɣɯ²¹ mo³³		
529	57	69	see	看见	21	20	mɔ²¹		
529	57	69	see	看见	22	20	mu⁵⁵		
529	57	69	see	看见	23	23	ȵi³³ ko²¹		
529	57	69	see	看见	24	23|25	ne̱³³ ŋu³³		
529	57	69	see	看见	25	25	ŋɒ²¹		
529	57	69	see	看见	26	20	mo³³		
529	57	69	see	看见	27	1	ly³¹ do³¹		
529	57	69	see	看见	28	1	do³¹		
529	57	69	see	看见	29	20	mu⁵⁵ sv³³̩		
529	57	69	see	看见	30	20	xu³³ mo⁵⁵		
529	57	69	see	看见	31	20	fv³³̩ mv⁵⁵̩		
529	57	69	see	看见	32	20	ɣᴀ³³ mɔ³¹		
529	57	69	see	看见	33	20	mjɐ⁴²		
529	57	69	see	看见	34	34	xɑ⁵⁵ tɯ⁴⁴		
529	57	69	see	看见	35	34	xɑ̃⁵⁵ kẽ⁴²		
529	57	69	see	看见	36	1	e³³ tɯ⁴²		
529	57	69	see	看见	37	37	ji²¹		
529	57	69	see	看见	38	20	mrɑŋ²		
529	57	69	see	看见	39	20	mjĩ²²		
529	57	69	see	看见	40	20	en³¹ mʐaŋ⁵⁵		
529	57	69	see	看见	41	20	mjaŋ⁵¹		
529	57	69	see	看见	42	20	mjɔ³¹̃		
529	57	69	see	看见	43	43	zɑŋ³¹ dʑɑŋ⁵³		
529	57	69	see	看见	44	43	ɹu³¹ thɑ⁵⁵		
529	57	69	see	看见	45	20	ɟɑŋ⁵³		
529	57	69	see	看见	46	20	mu³¹		
529	57	69	see	看见	47	23	ŋuŋ⁵⁵		
529	57	69	see	看见	48	1	kɑ³¹ tiɯŋ⁵³		
529	57	69	see	看见	49	1	ɑ⁵⁵ thuŋ⁵³		
529	57	69	see	看见	50	50	koŋ poŋ		
529	57	69	see	看见	51	1	daȶ³³		
532	58	34	hear	听	1	1	ȵan		
532	58	34	hear	听	2	1	ȵɛ¹⁵̃		
532	58	34	hear	听	3	1	ȵen¹³		
532	58	34	hear	听	4	1	ȵan		
532	58	34	hear	听	5	1	ȵan		
532	58	34	hear	听	6	1	ȵᴀn¹³		
532	58	34	hear	听	7	1	ȵan		
532	58	34	hear	听	8	8	khɕust		
532	58	34	hear	听	9	1	tɕhy⁵⁵ ȵy⁵⁵		
532	58	34	hear	听	10	1	sɛ³⁵ ȵi⁵³		
532	58	34	hear	听	11	1	thə¹³ ni¹³		
532	58	34	hear	听	12	1	ka rəŋ na		
532	58	34	hear	听	13	1	wu sŋi		
532	58	34	hear	听	14	1	sɯ⁵⁵ ŋɑ³³		
532	58	34	hear	听	15	1	kə³⁵ ȵu⁵³		
532	58	34	hear	听	16	16	ji⁵⁵ tʃɿ⁵⁵		
532	58	34	hear	听	17	1	ba³³ ȵi⁵⁵		
532	58	34	hear	听	18	1	bɛ⁵⁵ hĩ⁵⁵		
532	58	34	hear	听	19	1	mɛ³³̃		
532	58	34	hear	听	20	1	n̥a³³		
532	58	34	hear	听	21	21	dʑu³³		
532	58	34	hear	听	22	1	ne⁵⁵; pɑ³³ gɑ³¹		
532	58	34	hear	听	23	1	nɯ³³ ȵi³³		
532	58	34	hear	听	24	1	no³³		
532	58	34	hear	听	25	1	no⁵⁵		
532	58	34	hear	听	26	1	nɑ⁴⁴ nɑ³⁵; nɑ⁴⁴ lo³⁵		
532	58	34	hear	听	27	27|1	kho³³ mi³³		
532	58	34	hear	听	28	1	ȵi⁵⁵; nv⁵⁵		
532	58	34	hear	听	29	1	na⁵⁵ te³¹		
532	58	34	hear	听	30	1	na³¹ xa³¹		
532	58	34	hear	听	31	1	nɔ⁵⁵ ɔ³¹		
532	58	34	hear	听	32	1	nᴀ³³		
532	58	34	hear	听	33	1	nɔ³⁵		
532	58	34	hear	听	34	34	tɕheʴ⁵⁵		
532	58	34	hear	听	35	34	tɕhɛ⁵⁵̃		
532	58	34	hear	听	36	34	tɕhɑ̃⁵⁵		
532	58	34	hear	听	37	37	zu²¹		
532	58	34	hear	听	38	1	nɑ³ htɔŋ²		
532	58	34	hear	听	39	1	nɑ⁵⁵ htɑũ²²		
532	58	34	hear	听	40	21	kʐua³¹		
532	58	34	hear	听	41	21	kjo²¹		
532	58	34	hear	听	42	21	kjɔ³⁵		
532	58	34	hear	听	43	43	tho⁵³		
532	58	34	hear	听	44	1	n̥ɑ³⁵		
532	58	34	hear	听	45	43	tɔ⁵⁵		
532	58	34	hear	听	46	43	mă³¹ tat³¹		
532	58	34	hear	听	47	47	tɑ⁵⁵ giɑt⁵⁵		
532	58	34	hear	听	48	43	thɑ³¹ ɹɯŋ⁵⁵		
532	58	34	hear	听	49	49	ɑ⁵⁵ hɹoŋ⁵⁵		
532	58	34	hear	听	50	43	taː		
532	58	34	hear	听	51	51	ɣɔŋ		
722	59	41	know	知道	1	1	ɕes		
722	59	41	know	知道	2	1	ɕẽ⁵³		
722	59	41	know	知道	3	1	ɕhe⁵⁵		
722	59	41	know	知道	4	1	ɕi		
722	59	41	know	知道	5	5	ha ko		
722	59	41	know	知道	6	6	khᴀn⁵⁵ ni⁵³		
722	59	41	know	知道	7	1	se		
722	59	41	know	知道	8	1	sə		
722	59	41	know	知道	9	1	sɿ⁵⁵		
722	59	41	know	知道	10	1	mã³⁵ sẽ⁵⁵		
722	59	41	know	知道	11	1	ma¹³ sə⁵⁵		
722	59	41	know	知道	12	1	ka ʃə		
722	59	41	know	知道	13	1	shau		
722	59	41	know	知道	14	14	khu³³ kuø⁵⁵		
722	59	41	know	知道	15	15	xa⁵⁵ ko³⁵		
722	59	41	know	知道	16	1	mɑ⁵⁵ sɿ⁵⁵		
722	59	41	know	知道	17	1	hɑ³³ sɛ⁵⁵		
722	59	41	know	知道	18	1	sɿ̱³⁵		
722	59	41	know	知道	19	1	sɛ⁵³		
722	59	41	know	知道	20	20	dɯ³³ dʑi³³		
722	59	41	know	知道	21	1	sə⁵⁵		
722	59	41	know	知道	22	1	sa²¹		
722	59	41	know	知道	23	1	sɛ̱⁵⁵		
722	59	41	know	知道	24	1	sᴀ̱⁵⁵		
722	59	41	know	知道	25	1	tshɛ³³; sᴀ̱²¹		
722	59	41	know	知道	26	1	sɯ⁵⁵		
722	59	41	know	知道	27	1	sɯ³³; no³³		
722	59	41	know	知道	28	1	sɿ³³ ze³¹		
722	59	41	know	知道	29	1	sɿ̱³¹ la̱³¹		
722	59	41	know	知道	30	30	xɤ̱³³		
722	59	41	know	知道	31	1	ɕi³¹ tʃhu⁵⁵		
722	59	41	know	知道	32	1	si¹¹		
722	59	41	know	知道	33	1	tɕɛ⁴⁴		
722	59	41	know	知道	34	1	tsi³¹ tɯ⁴⁴		
722	59	41	know	知道	35	1	sẽ³³		
722	59	41	know	知道	36	1	ʈɑ⁴⁴ tɯ⁴⁴		
722	59	41	know	知道	37	30	xa⁵⁵ zi²¹		
722	59	41	know	知道	38	1	thi¹		
722	59	41	know	知道	39	1	tθi⁵³		
722	59	41	know	知道	40	1	sa³⁵		
722	59	41	know	知道	41	1	se⁵⁵		
722	59	41	know	知道	42	1	sɛ⁵⁵		
722	59	41	know	知道	43	43	ɑ³¹ ɳɯ³¹		
722	59	41	know	知道	44	1	tɕɑ̱⁵⁵ du⁵⁵		
722	59	41	know	知道	45	1	sɔ⁵⁵		
722	59	41	know	知道	46	1	tʃe̱³³		
722	59	41	know	知道	47	47	ŋit³⁵		
722	59	41	know	知道	48	1	kɑ³¹ sɑ⁵³		
722	59	41	know	知道	49	1	kɑ³¹ sɑ⁵³		
722	59	41	know	知道	50	1	tɕen		
722	59	41	know	知道	51	51	daȶ³³		
582	60	73	sleep	睡	1	1	ȵal		
582	60	73	sleep	睡	2	1	ȵɛ¹⁵		
582	60	73	sleep	睡	3	1	ȵe¹³		
582	60	73	sleep	睡	4	1	ȵal		
582	60	73	sleep	睡	5	1	ȵa		
582	60	73	sleep	睡	6	1	ȵɛː¹³		
582	60	73	sleep	睡	7	7	jip		
582	60	73	sleep	睡	8	1	nɤ		
582	60	73	sleep	睡	9	1	ne⁵⁵		
582	60	73	sleep	睡	10	10	khə³⁵ ʑi³⁵		
582	60	73	sleep	睡	11	10|1	nə¹³ ʒə¹³		
582	60	73	sleep	睡	12	12	ka rma		
582	60	73	sleep	睡	13	13	ʐgin		
582	60	73	sleep	睡	14	14	khi⁵³		
582	60	73	sleep	睡	15	10	kə³⁵ ʑe⁵⁵		
582	60	73	sleep	睡	16	10	jø³⁵		
582	60	73	sleep	睡	17	12	maʴ⁵⁵		
582	60	73	sleep	睡	18	10	jy³³		
582	60	73	sleep	睡	19	10	ʐɿ³⁵		
582	60	73	sleep	睡	20	20	i⁵⁵		
582	60	73	sleep	睡	21	10	ʑi¹³		
582	60	73	sleep	睡	22	10	ʐɿ²¹ da²¹		
582	60	73	sleep	睡	23	10	ʑi̱²¹		
582	60	73	sleep	睡	24	10	ʑi̱²¹		
582	60	73	sleep	睡	25	10	ʑi̱²¹		
582	60	73	sleep	睡	26	20	e³¹ tɑ⁵⁵		
582	60	73	sleep	睡	27	10	ʑi⁵⁵		
582	60	73	sleep	睡	28	10	ʑi¹³; ʑi³³		
582	60	73	sleep	睡	29	10	ji̱³³ tsa̱³³		
582	60	73	sleep	睡	30	10	ju̱³¹		
582	60	73	sleep	睡	31	10	ʒv³¹̩ tʃa³³		
582	60	73	sleep	睡	32	10	zɿ²¹		
582	60	73	sleep	睡	33	10	ji⁴⁴		
582	60	73	sleep	睡	34	34	tsheʴ³³		
582	60	73	sleep	睡	35	34	tshɛ³³̃		
582	60	73	sleep	睡	36	36	vũ⁴² ti⁴²		
582	60	73	sleep	睡	37	1	ȵie³⁵		
582	60	73	sleep	睡	38	7	ip		
582	60	73	sleep	睡	39	7	eʔ⁴⁴		
582	60	73	sleep	睡	40	7	e³¹		
582	60	73	sleep	睡	41	7	ju̱p⁵⁵		
582	60	73	sleep	睡	42	7	jap³¹		
582	60	73	sleep	睡	43	1	ȵim⁵³		
582	60	73	sleep	睡	44	20	iɔ̱⁵³ ɔ³¹		
582	60	73	sleep	睡	45	7	ĭp⁵⁵		
582	60	73	sleep	睡	46	7	jup⁵⁵		
582	60	73	sleep	睡	47	47	ŋui⁵⁵		
582	60	73	sleep	睡	48	1	n̩⁵³		
582	60	73	sleep	睡	49	34	dʑi⁵⁵		
582	60	73	sleep	睡	50	7	jup		
582	60	73	sleep	睡	51	51	ɣəŋ³³		
780	61	12	die	死	1	1	ɦɕi		
780	61	12	die	死	2	1	ɕi⁵³		
780	61	12	die	死	3	1	xhe⁵³		
780	61	12	die	死	4	1	xhə		
780	61	12	die	死	5	1	xhə		
780	61	12	die	死	6	1	ɕi⁵³		
780	61	12	die	死	7	1	ɕi		
780	61	12	die	死	8	1	ɕi		
780	61	12	die	死	9	1	ʃe⁵⁵		
780	61	12	die	死	10	1	nə³⁵ sə³⁵		
780	61	12	die	死	11	1	nə¹³ sɤ¹³		
780	61	12	die	死	12	1	ka ʃi		
780	61	12	die	死	13	1	sɛ		
780	61	12	die	死	14	1	sɯ⁵³		
780	61	12	die	死	15	1	tə³⁵ si⁵⁵		
780	61	12	die	死	16	1	sɿ⁵⁵		
780	61	12	die	死	17	1	ʂo⁵⁵		
780	61	12	die	死	18	1	ʂɿ³³ qo⁵⁵		
780	61	12	die	死	19	1	ɕɛ⁵³		
780	61	12	die	死	20	1	sɿ³³		
780	61	12	die	死	21	1	ɕi³³		
780	61	12	die	死	22	1	xɯ⁵⁵		
780	61	12	die	死	23	1	ɕi³³		
780	61	12	die	死	24	1	ʂi³³		
780	61	12	die	死	25	1	ɕi²¹		
780	61	12	die	死	26	1	ʃɿ⁴⁴		
780	61	12	die	死	27	1	ʂɯ³³		
780	61	12	die	死	28	1	ʂɿ³³		
780	61	12	die	死	29	1	sɿ⁵⁵		
780	61	12	die	死	30	1	si⁵⁵		
780	61	12	die	死	31	1	ʃɿ⁵⁵		
780	61	12	die	死	32	1	sɿ³³		
780	61	12	die	死	33	1	ɕi³¹		
780	61	12	die	死	34	1	ɕi³³		
780	61	12	die	死	35	1	ɕi³³		
780	61	12	die	死	36	1	ɕi³³		
780	61	12	die	死	37	1	sie³⁵		
780	61	12	die	死	38	1	the²		
780	61	12	die	死	39	1	tθe²²		
780	61	12	die	死	40	1	ʂɿ⁵⁵		
780	61	12	die	死	41	1	ʃi⁵¹		
780	61	12	die	死	42	1	ʃik³¹		
780	61	12	die	死	43	1	ʂɿ³¹		
780	61	12	die	死	44	1	ʂi³⁵		
780	61	12	die	死	45	1	ɕi⁵³		
780	61	12	die	死	46	1	si³³		
780	61	12	die	死	47	1	si⁵³		
780	61	12	die	死	48	1	ɕi⁵⁵		
780	61	12	die	死	49	1	ɕi⁵⁵		
780	61	12	die	死	50	50	ŋiː; keː		
780	61	12	die	死	51	51	ji³³		
633	62	39	kill	杀	1	1	gsod		
633	62	39	kill	杀	2	1	sɛʔ⁵³		
633	62	39	kill	杀	3	1	sɛ⁵³		
633	62	39	kill	杀	4	1	sal		
633	62	39	kill	杀	5	1	ɣsal		
633	62	39	kill	杀	6	1	sɔt⁵³		
633	62	39	kill	杀	7	1	ɕe		
633	62	39	kill	杀	8	1	tʃə		
633	62	39	kill	杀	9	1	tʃɿ³³		
