SID	SWADESH	YAKHONTOV	ENGLISH	CHINESE	LANGUAGE	COGNATE	FORM	CONCEPTICON_ID	CONCEPTICON_GLOSS
178	23	89	tree	树	42	1	sa̱k⁵⁵		
178	23	89	tree	树	43	1	sɿ⁵⁵ dzɯn³¹		
178	23	89	tree	树	44	1	si⁵³ dzə̃ʴ³⁵		
178	23	89	tree	树	45	1	ɕiŋ⁵⁵		
178	23	89	tree	树	46	8	phun⁵⁵		
178	23	89	tree	树	47	1	sɑ̆ŋ³⁵		
178	23	89	tree	树	48	1	mɑ³¹ sɯŋ⁵⁵		
178	23	89	tree	树	49	1	mɑ⁵⁵ seŋ⁵⁵ boŋ³⁵		
178	23	89	tree	树	50	1	ɯ ɕɯŋ		
178	23	89	tree	树	51	51	heʴn³³		
220	24		seed	种子	1	1	son		
220	24		seed	种子	2	1	sø̃⁵⁵		
220	24		seed	种子	3	1	shen⁵⁵		
220	24		seed	种子	4	1	sha won		
220	24		seed	种子	5	1	soŋ wən		
220	24		seed	种子	6	6	tɕu¹³		
220	24		seed	种子	7	7	li		
220	24		seed	种子	8	8	tʃhaz		
220	24		seed	种子	9	9	zuə³¹ zɑ²⁴¹		
220	24		seed	种子	10	7	le³⁵		
220	24		seed	种子	11	7	la⁵⁵		
220	24		seed	种子	12	12	tə rpi		
220	24		seed	种子	13	13	ʐɕɯ		
220	24		seed	种子	14	14	ɣɯ³⁵		
220	24		seed	种子	15	7	lø⁵³		
220	24		seed	种子	16	16	tɕhyi⁵⁵		
220	24		seed	种子	17	17	gɛ⁵⁵		
220	24		seed	种子	18	18	ʐɿ⁵⁵		
220	24		seed	种子	19	7	hɑ⁵⁵ lye³³		
220	24		seed	种子	20	7	lɿ̩		
220	24		seed	种子	21	21	sɿ⁵⁵ mo²¹		
220	24		seed	种子	22	21	hɑ⁵⁵ ʂɿ²¹		
220	24		seed	种子	23	21	ʂi⁵⁵ mo³³		
220	24		seed	种子	24	21	ʂi⁵⁵ tʂʰo³³		
220	24		seed	种子	25	21	si²¹		
220	24		seed	种子	26	21	e⁵⁵ ʃɿ⁵⁵		
220	24		seed	种子	27	7	ləɹ⁵⁵		
220	24		seed	种子	28	7	la¹³		
220	24		seed	种子	29	18	a³¹ tsɿ³³		
220	24		seed	种子	30	18	a⁵⁵ zø³¹		
220	24		seed	种子	31	14	ɔ⁵⁵ ji³¹		
220	24		seed	种子	32	18	ɔ³¹ zɔ⁵³		
220	24		seed	种子	33	18	a³³ tsi⁴⁴		
220	24		seed	种子	34	18	tsv³³		
220	24		seed	种子	35	18	tsṽ³³		
220	24		seed	种子	36	18	po⁵⁵ tɕõ³³		
220	24		seed	种子	37	7	ȵie⁵⁵ lan⁵⁵		
220	24		seed	种子	38	38	mjo³ se¹		
220	24		seed	种子	39	38	mjo⁵⁵ si⁵³		
220	24		seed	种子	40	38	a³¹ ȵau³¹		
220	24		seed	种子	41	38	a²¹ mji²¹		
220	24		seed	种子	42	38	mjuk⁵⁵		
220	24		seed	种子	43	43	ŋ³⁵ im³¹		
220	24		seed	种子	44	21	viɯ⁵⁵; ɕi⁵⁵		
220	24		seed	种子	45	43	ɑŋ³¹ ɕi⁵⁵; ɑŋ³¹ ɟɯ⁵³		
220	24		seed	种子	46	7	li³³		
220	24		seed	种子	47	7	xɑ³¹ lɯi³⁵		
220	24		seed	种子	48	48	tɑ³¹ piɑi⁵⁵		
220	24		seed	种子	49	48	ɑ⁵⁵ pɹe⁵⁵		
220	24		seed	种子	50	7	um liː		
220	24		seed	种子	51	18	mə³³ θæ⁵³		
224	25	42	leaf	叶子	1	1	lo ma		
224	25	42	leaf	叶子	2	1	lo¹³ ma¹³		
224	25	42	leaf	叶子	3	1	lo¹³ ma⁵³		
224	25	42	leaf	叶子	4	1	lo ma		
224	25	42	leaf	叶子	5	1	lo ma		
224	25	42	leaf	叶子	6	1	lɔ¹³ mᴀ⁵³		
224	25	42	leaf	叶子	7	1	ɕa ba		
224	25	42	leaf	叶子	8	8	khɕaq		
224	25	42	leaf	叶子	9	9	tɕhɑ⁵⁵ qə³³		
224	25	42	leaf	叶子	10	10	pa³⁵		
224	25	42	leaf	叶子	11	10	sɐ¹³ spɑ⁵⁵		
224	25	42	leaf	叶子	12	12	tɐ jwɐk		
224	25	42	leaf	叶子	13	10	lba la		
224	25	42	leaf	叶子	14	1	lo³⁵ mɑ⁵³		
224	25	42	leaf	叶子	15	1	lo³⁵ ma⁵³		
224	25	42	leaf	叶子	16	16	je⁵⁵ je⁵⁵		
224	25	42	leaf	叶子	17	17	si⁵⁵ tshɑ⁵⁵		
224	25	42	leaf	叶子	18	18	tshɿ³³ tshɿ⁵⁵		
224	25	42	leaf	叶子	19	16	sə̃⁵⁵ yɛ³³		
224	25	42	leaf	叶子	20	9	tɕhi⁴⁴ tɕhi³³		
224	25	42	leaf	叶子	21	21	se³³ ʈhu³³		
224	25	42	leaf	叶子	22	10	sɿ̱³³ phi̱²¹		
224	25	42	leaf	叶子	23	10	phe̱⁵⁵		
224	25	42	leaf	叶子	24	10	i³³ ʈho²¹; no⁵⁵ phe̱²¹ ʈho²¹		
224	25	42	leaf	叶子	25	10	phe̱²¹		
224	25	42	leaf	叶子	26	10	e⁵⁵ phiɛ³¹; e⁵⁵ tʃhɛ³¹		
224	25	42	leaf	叶子	27	10	phiə⁵⁵		
224	25	42	leaf	叶子	28	17	tshe³¹ tshe¹³		
224	25	42	leaf	叶子	29	10	a³¹ pha̱³¹		
224	25	42	leaf	叶子	30	10	a⁵⁵ pa̱³¹		
224	25	42	leaf	叶子	31	10	a⁵⁵ pha³¹		
224	25	42	leaf	叶子	32	10	ɔ³¹ phᴀ²¹		
224	25	42	leaf	叶子	33	10	a³³ pha³³		
224	25	42	leaf	叶子	34	34	se⁴⁴		
224	25	42	leaf	叶子	35	34	se⁴⁴		
224	25	42	leaf	叶子	36	34	ʂeʴ⁴⁴		
224	25	42	leaf	叶子	37	21	ɣɯe⁵⁵ tha⁵⁵		
224	25	42	leaf	叶子	38	38	ɑ¹ rwɑk		
224	25	42	leaf	叶子	39	38	ɑ jwɛʔ⁴⁴		
224	25	42	leaf	叶子	40	40	a³¹ xʐoʔ⁵⁵		
224	25	42	leaf	叶子	41	40	a²¹ xaʔ⁵⁵		
224	25	42	leaf	叶子	42	10	phɔʔ⁵⁵; fɔʔ⁵⁵		
224	25	42	leaf	叶子	43	43	dʑi³¹ ɕɛm⁵⁵		
224	25	42	leaf	叶子	44	10	si⁵³ phɑ̱⁵³ ɬɑ⁵⁵		
224	25	42	leaf	叶子	45	45	ɕiŋ⁵⁵ lɑ̆p⁵⁵		
224	25	42	leaf	叶子	46	1	lap³¹		
224	25	42	leaf	叶子	47	1	lɑp⁵³		
224	25	42	leaf	叶子	48	48	nɑŋ³⁵		
224	25	42	leaf	叶子	49	48	nɑŋ³⁵		
224	25	42	leaf	叶子	50	48	a nə		
224	25	42	leaf	叶子	51	1	heʴn³³ lɯk³³		
222	26	64	root	根	1	1	rtsa ba		
222	26	64	root	根	2	1	tsa⁵⁵		
222	26	64	root	根	3	3	den⁵⁵ pa⁵³		
222	26	64	root	根	4	1	htsa pa		
222	26	64	root	根	5	1	rtsa wa		
222	26	64	root	根	6	6	rᴀ¹³		
222	26	64	root	根	7	1	tsa		
222	26	64	root	根	8	1	kɑ pɑ		
222	26	64	root	根	9	1	kie³³		
222	26	64	root	根	10	10	bʐɛ³⁵̃		
222	26	64	root	根	11	10	bʐã¹³		
222	26	64	root	根	12	12	tɐ srɐm		
222	26	64	root	根	13	13	sqha		
222	26	64	root	根	14	13	qa³³ ndʐe⁵⁵		
222	26	64	root	根	15	1	tsa⁵⁵ la⁵⁵		
222	26	64	root	根	16	16	nɛ³⁵		
222	26	64	root	根	17	17	nbaʴ⁵⁵		
222	26	64	root	根	18	18	pɛ̱ʴ³³		
222	26	64	root	根	19	19	khɯ³⁵		
222	26	64	root	根	20	20	ndʑi²¹ pa³³		
222	26	64	root	根	21	1	tshɯ²¹		
222	26	64	root	根	22	1	tɕi³³		
222	26	64	root	根	23	1	tɕe³³		
222	26	64	root	根	24	18	i³³ bu̱³³		
222	26	64	root	根	25	18	pᴀ̱²¹		
222	26	64	root	根	26	1	e⁵⁵ tʃe³³		
222	26	64	root	根	27	19	khɯ³³		
222	26	64	root	根	28	6	mv³³ tsɿ¹³		
222	26	64	root	根	29	1	ɔ³¹ tshɤ⁵⁵		
222	26	64	root	根	30	1	a⁵⁵ tɕhi⁵⁵		
222	26	64	root	根	31	1	ɔ⁵⁵ tɕhi⁵⁵		
222	26	64	root	根	32	19	ɔ³¹ gə³³		
222	26	64	root	根	33	1	a³³ tɕʰe⁴⁴		
222	26	64	root	根	34	6	mi⁴⁴		
222	26	64	root	根	35	1	te⁴⁴		
222	26	64	root	根	36	6	meʴ⁴²		
222	26	64	root	根	37	1	tɕi⁵⁵ la²¹		
222	26	64	root	根	38	6	ɑ¹ mrɑs		
222	26	64	root	根	39	6	ɑ mjiʔ⁴⁴		
222	26	64	root	根	40	6	a³¹ mʐat⁵⁵		
222	26	64	root	根	41	18	a²¹ pu̱n⁵¹		
222	26	64	root	根	42	18	pa̱n³¹; a³¹ pa̱n³¹		
222	26	64	root	根	43	6	ɕɯŋ⁵⁵ ɹɯ³¹		
222	26	64	root	根	44	19	gɹɯ⁵⁵		
222	26	64	root	根	45	6	ɑŋ³¹ ɹɯ⁵⁵		
222	26	64	root	根	46	6	ʒu³¹		
222	26	64	root	根	47	6	kɹɑ⁵³		
222	26	64	root	根	48	6	xɑ³¹ ɹɑi⁵⁵		
222	26	64	root	根	49	6	hɑ⁵⁵ ɹo⁵⁵		
222	26	64	root	根	50	18	pa pɯr		
222	26	64	root	根	51	51	heʴh³³ kuŋ³³		
266	28	72	skin	皮肤	1	1	pags pa		
266	28	72	skin	皮肤	2	1	pak⁵³ pa⁵³		
266	28	72	skin	皮肤	3	1	pa⁵⁵ pa⁵³		
266	28	72	skin	皮肤	4	1	wak kwa		
266	28	72	skin	皮肤	5	1	wok kwa		
266	28	72	skin	皮肤	6	6	phe⁵⁵ khu⁵³		
266	28	72	skin	皮肤	7	7	moŋ naŋ		
266	28	72	skin	皮肤	8	8|1	nə ɹə pi		
266	28	72	skin	皮肤	9	8|1	tʃhɿ³¹ pa³³		
266	28	72	skin	皮肤	10	8	rə⁵³		
266	28	72	skin	皮肤	11	8	ʐɤ¹³		
266	28	72	skin	皮肤	12	8	tə ndʐi		
266	28	72	skin	皮肤	13	8	dʑi dʑa		
266	28	72	skin	皮肤	14	8	ʐɯ³⁵ mbɐ⁵³		
266	28	72	skin	皮肤	15	10	ri³¹		
266	28	72	skin	皮肤	16	8	ɕi⁵³		
266	28	72	skin	皮肤	17	8|1	ndʐo⁵⁵ pi⁵⁵		
266	28	72	skin	皮肤	18	16	əʴ⁵⁵ ʂɿ³³		
266	28	72	skin	皮肤	19	19	ɣɐ³⁵		
266	28	72	skin	皮肤	20	8	ndʑɿ⁴⁴ ʂɯ³³		
266	28	72	skin	皮肤	21	8	ndʑi²¹		
266	28	72	skin	皮肤	22	22|8	gɯ⁵⁵ tʂu̪²¹		
266	28	72	skin	皮肤	23	23|8	xo²¹ dʑi³³		
266	28	72	skin	皮肤	24	23|8	xo²¹ tɕi³³		
266	28	72	skin	皮肤	25	8|1	dʑi⁵⁵ phi⁵⁵		
266	28	72	skin	皮肤	26	26	ko³⁵ dʒi³³		
266	28	72	skin	皮肤	27	22|1	ɣɯ³³ phi³¹		
266	28	72	skin	皮肤	28	22	ɣɯ¹³		
266	28	72	skin	皮肤	29	29	ɔ³¹ tsi⁵⁵		
266	28	72	skin	皮肤	30	22	sa³¹ gɯ⁵⁵		
266	28	72	skin	皮肤	31	8	ʃɔ³¹ tshɯ⁵⁵		
266	28	72	skin	皮肤	32	22	ɔ³¹ gɯ³¹		
266	28	72	skin	皮肤	33	26	a⁴⁴ kho⁴²		
266	28	72	skin	皮肤	34	1	pe²¹		
266	28	72	skin	皮肤	35	1	pe²¹		
266	28	72	skin	皮肤	36	8	tɕui³³ qɑ⁵⁵		
266	28	72	skin	皮肤	37	1	tha⁵⁵ pha²¹		
266	28	72	skin	皮肤	38	8	ɑ¹ thɑ³ ɑ¹ re²		
266	28	72	skin	皮肤	39	8	ɑ tθɑ⁵⁵ ɑ je²²		
266	28	72	skin	皮肤	40	8	a³¹ ʐɿ⁵⁵		
266	28	72	skin	皮肤	41	26	ʃŏ ²¹ ku̱ʔ⁵⁵		
266	28	72	skin	皮肤	42	42	sɔ³⁵̆ jam⁵⁵		
266	28	72	skin	皮肤	43	1	sɑ⁵⁵ pho³¹		
266	28	72	skin	皮肤	44	26|8	khu³¹ ɹi³⁵		
266	28	72	skin	皮肤	45	43	ɑŋ³¹ pɯ̆n⁵⁵		
266	28	72	skin	皮肤	46	43	phjiʔ³¹		
266	28	72	skin	皮肤	47	47	uŋ³⁵		
266	28	72	skin	皮肤	48	26	ko⁵⁵		
266	28	72	skin	皮肤	49	26|1	ko⁵⁵ pɹɑ⁵⁵		
266	28	72	skin	皮肤	50	43	a pin		
266	28	72	skin	皮肤	51	26	a³³ kə⁵³		
399	29		flesh	肉	1	1	ɕa		
399	29		flesh	肉	2	1	ɕa⁵³		
399	29		flesh	肉	3	1	xha⁵³		
399	29		flesh	肉	4	1	xha		
399	29		flesh	肉	5	1	xha		
399	29		flesh	肉	6	1	ɕᴀ⁵³		
399	29		flesh	肉	7	1	ɕa		
399	29		flesh	肉	8	8	pis		
399	29		flesh	肉	9	1	tʃhɿ⁵⁵		
399	29		flesh	肉	10	1	ʂə⁵³		
399	29		flesh	肉	11	1	ʃɤ⁵⁵		
399	29		flesh	肉	12	1	ʃa		
399	29		flesh	肉	13	13	nthu		
399	29		flesh	肉	14	13	ndo⁵⁵		
399	29		flesh	肉	15	13	thõ⁵⁵		
399	29		flesh	肉	16	1	ɕi⁵³		
399	29		flesh	肉	17	1	ʂɿ⁵⁵		
399	29		flesh	肉	18	1	ʂɿ³³		
399	29		flesh	肉	19	1	biɛ³³ tshɛ⁵⁵		
399	29		flesh	肉	20	1	ʂɯ³³		
399	29		flesh	肉	21	1	fu³³		
399	29		flesh	肉	22	1	xɑ²¹		
399	29		flesh	肉	23	1	xo²¹		
399	29		flesh	肉	24	1	pᴀ³³ xo²¹		
399	29		flesh	肉	25	1	xo³³		
399	29		flesh	肉	26	1	xuɑ³¹		
399	29		flesh	肉	27	1	ʂɯ³³		
399	29		flesh	肉	28	1	ʂe³³		
399	29		flesh	肉	29	1	sɔ³¹		
399	29		flesh	肉	30	1	sa³¹		
399	29		flesh	肉	31	1	ʃɔ³¹; ja³¹ ʃɔ³¹		
399	29		flesh	肉	32	1	sᴀ¹¹		
399	29		flesh	肉	33	33	ke³⁵		
399	29		flesh	肉	34	33	keʴ²¹		
399	29		flesh	肉	35	33	kɛ²¹		
399	29		flesh	肉	36	33	qɑ²¹		
399	29		flesh	肉	37	1	si²¹		
399	29		flesh	肉	38	1	ɑ¹ thɑ³		
399	29		flesh	肉	39	1	ɑ tθɑ⁵⁵		
399	29		flesh	肉	40	1	ʂua³¹		
399	29		flesh	肉	41	1	ʃo²¹		
399	29		flesh	肉	42	1	ʃɔ³⁵		
399	29		flesh	肉	43	1	ɕɑ⁵⁵		
399	29		flesh	肉	44	1	ɕɑ⁵⁵		
399	29		flesh	肉	45	1	ɕɑ⁵⁵		
399	29		flesh	肉	46	1	ʃan³¹		
399	29		flesh	肉	47	47	ɕin⁵³		
399	29		flesh	肉	48	48	tɑ³¹ bɹeŋ⁵³		
399	29		flesh	肉	49	48	jɑŋ⁵⁵ bɹeŋ⁵⁵		
399	29		flesh	肉	50	13	i din		
399	29		flesh	肉	51	51	mə³³ rik³³		
268	30	6	blood	血	1	1	khrag		
268	30	6	blood	血	2	1	tʂhaʔ⁵³		
268	30	6	blood	血	3	1	tʂhɑʔ⁵³		
268	30	6	blood	血	4	1	tɕhak		
268	30	6	blood	血	5	1	cçhak		
268	30	6	blood	血	6	6	ceʔ⁵³		
268	30	6	blood	血	7	7	ji		
268	30	6	blood	血	8	6	sɑ		
268	30	6	blood	血	9	6	sɑ³³		
268	30	6	blood	血	10	6	se³⁵		
268	30	6	blood	血	11	6	sa¹³		
268	30	6	blood	血	12	6	ta ʃi		
268	30	6	blood	血	13	6	she		
268	30	6	blood	血	14	6	sa⁵³		
268	30	6	blood	血	15	6	sai⁵³		
268	30	6	blood	血	16	6	tsɿ⁵³		
268	30	6	blood	血	17	6	ʂo⁵⁵		
268	30	6	blood	血	18	6	sɛ³³		
268	30	6	blood	血	19	6	sɛ⁵⁵		
268	30	6	blood	血	20	6	sɿ³³		
268	30	6	blood	血	21	6	ɕi³³		
268	30	6	blood	血	22	6	sɿ²¹		
268	30	6	blood	血	23	6	si²¹		
268	30	6	blood	血	24	6	si²¹		
268	30	6	blood	血	25	6	si³³		
268	30	6	blood	血	26	6	sɿ³¹		
268	30	6	blood	血	27	6	sa³³		
268	30	6	blood	血	28	6	se³³		
268	30	6	blood	血	29	6	ɔ³¹ si³¹		
268	30	6	blood	血	30	6	si̱³¹		
268	30	6	blood	血	31	6	ʃɿ³¹		
268	30	6	blood	血	32	6	ɔ³¹ sɿ¹¹		
268	30	6	blood	血	33	6	a³³ ɕi⁴⁴		
268	30	6	blood	血	34	6	suɑ⁴⁴		
268	30	6	blood	血	35	6	suɑ⁴⁴		
268	30	6	blood	血	36	6	suɑ⁴⁴		
268	30	6	blood	血	37	37	mie⁵³		
268	30	6	blood	血	38	6	thwe³		
268	30	6	blood	血	39	6	tθwe⁵⁵		
268	30	6	blood	血	40	6	sui³¹		
268	30	6	blood	血	41	6	sui²¹		
268	30	6	blood	血	42	6	sa³⁵		
268	30	6	blood	血	43	6	ʂɯ⁵³		
268	30	6	blood	血	44	6	sui⁵⁵		
268	30	6	blood	血	45	6	ɕɯi⁵⁵		
268	30	6	blood	血	46	6	sai³¹		
268	30	6	blood	血	47	6	ɑ³¹ ɹui³⁵		
268	30	6	blood	血	48	6	xɑ³¹ ɹuɑi⁵³		
268	30	6	blood	血	49	6	i⁵⁵ ɹu⁵⁵		
268	30	6	blood	血	50	7	u jiː		
268	30	6	blood	血	51	51	hue⁵³		
170	33	19	egg	蛋	1	1	sgo ŋa		
170	33	19	egg	蛋	2	1	ko¹³ ŋɑ¹³		
170	33	19	egg	蛋	3	1	go¹³ ŋa⁵³		
170	33	19	egg	蛋	4	1	hgoŋ wa		
170	33	19	egg	蛋	5	1	rgoŋ ŋwa		
170	33	19	egg	蛋	6	6	khAʔ⁵³ lum⁵³		
170	33	19	egg	蛋	7	1	go tham		
170	33	19	egg	蛋	8	8	tɕi wəst		
170	33	19	egg	蛋	9	9	χtə⁵⁵		
170	33	19	egg	蛋	10	1	rɐ³⁵ ku⁵⁵		
170	33	19	egg	蛋	11	9	skhi⁵⁵ tsə⁵⁵		
170	33	19	egg	蛋	12	1	ta gam		
170	33	19	egg	蛋	13	9	ʐa stu		
170	33	19	egg	蛋	14	14	vɑ³³ vɑ⁵⁵		
170	33	19	egg	蛋	15	1	gõ³⁵ ŋa⁵³		
170	33	19	egg	蛋	16	16	nɑ³³ ʃɿ⁵³		
170	33	19	egg	蛋	17	9	tsɛ⁵⁵		
170	33	19	egg	蛋	18	18	ɦɛ̱⁵⁵ ɣo⁵⁵		
170	33	19	egg	蛋	19	16	rɛ³³ ʁo³⁵		
170	33	19	egg	蛋	20	20	tɕhi²¹		
170	33	19	egg	蛋	21	21	ndo⁵⁵		
170	33	19	egg	蛋	22	22	fu³³		
170	33	19	egg	蛋	23	22	xu̱³³; fu̱³³		
170	33	19	egg	蛋	24	21	i³³ ʈho³³		
170	33	19	egg	蛋	25	22	fu²¹		
170	33	19	egg	蛋	26	22	e⁵⁵ fu⁴⁴		
170	33	19	egg	蛋	27	1	kv³³		
170	33	19	egg	蛋	28	1	ko⁵⁵		
170	33	19	egg	蛋	29	22	v̩³³		
170	33	19	egg	蛋	30	22	a⁵⁵ u̱³³		
170	33	19	egg	蛋	31	22	a⁵⁵ v̱³³		
170	33	19	egg	蛋	32	22	u³³		
170	33	19	egg	蛋	33	22	ɑ³³ vu³³		
170	33	19	egg	蛋	34	16	se⁴²		
170	33	19	egg	蛋	35	16	sẽ⁴²		
170	33	19	egg	蛋	36	16	sẽ⁴²		
170	33	19	egg	蛋	37	6	a⁵⁵ lie⁵⁵		
170	33	19	egg	蛋	38	22	û¹		
170	33	19	egg	蛋	39	22	u⁵³		
170	33	19	egg	蛋	40	22	uʔ³¹		
170	33	19	egg	蛋	41	22	a²¹ u⁵⁵		
170	33	19	egg	蛋	42	22	a̱u⁵⁵		
170	33	19	egg	蛋	43	6	lim⁵⁵		
170	33	19	egg	蛋	44	44	ɹɑ³¹ ʔu³¹		
170	33	19	egg	蛋	45	6	kɑ⁵⁵ lɯ̆m⁵³		
170	33	19	egg	蛋	46	46	ti³¹		
170	33	19	egg	蛋	47	47	kɹai⁵⁵ sit⁵⁵		
170	33	19	egg	蛋	48	48	mɑ³¹ nɑ⁵³		
170	33	19	egg	蛋	49	49	tɕɑ⁵⁵		
170	33	19	egg	蛋	50	50	pɯ pɯː		
170	33	19	egg	蛋	51	16	mə³³ ri³³		
176	34	37	horn	角	1	1|3	rwa tɕo		
176	34	37	horn	角	2	1|3	ra⁵³ koʔ⁵³		
176	34	37	horn	角	3	3	tɕhu⁵³		
176	34	37	horn	角	4	1|3	ra tɕo		
176	34	37	horn	角	5	1|3	ra cço		
176	34	37	horn	角	6	1	ruː¹³		
176	34	37	horn	角	7	1	wa roŋ		
176	34	37	horn	角	8	1	ɹəq		
176	34	37	horn	角	9	9	ʐɑ³³ qə⁵⁵		
176	34	37	horn	角	10	3	tʂhʉ⁵³		
176	34	37	horn	角	11	3	tʂhy⁵⁵		
176	34	37	horn	角	12	1	tə ru		
176	34	37	horn	角	13	13	qlɛm bɛ la		
176	34	37	horn	角	14	3	tʂhɯ⁵⁵ mbɐ⁵³		
176	34	37	horn	角	15	1|3	ʐa³⁵ tɕo⁵³		
176	34	37	horn	角	16	16	we⁵³		
176	34	37	horn	角	17	1	ru⁵⁵		
176	34	37	horn	角	18	3	qhuəʴ⁵³		
176	34	37	horn	角	19	3	qhuɐ⁵⁵		
176	34	37	horn	角	20	20	o³³ fu³³		
176	34	37	horn	角	21	3	o³³ tɕhi³³		
176	34	37	horn	角	22	3	khu̱⁵⁵		
176	34	37	horn	角	23	3	tɕho³³		
176	34	37	horn	角	24	3	o⁵⁵ tʂhi³³		
176	34	37	horn	角	25	3	tshi²¹		
176	34	37	horn	角	26	3	o⁵⁵ tʃhi⁴⁴		
176	34	37	horn	角	27	3	kho³³		
176	34	37	horn	角	28	3	khər³³		
176	34	37	horn	角	29	3	v³¹̩ tshi⁵⁵		
176	34	37	horn	角	30	3	khø⁵⁵		
176	34	37	horn	角	31	3	v³¹̩ tɕhi⁵⁵		
176	34	37	horn	角	32	3	khɔ⁵³		
176	34	37	horn	角	33	3	vu³³ khi³³		
176	34	37	horn	角	34	3	kv⁴⁴		
176	34	37	horn	角	35	3	kv⁴⁴		
176	34	37	horn	角	36	3	qõ⁴⁴		
176	34	37	horn	角	37	3	khɯe⁵⁵		
176	34	37	horn	角	38	38	khjo²		
176	34	37	horn	角	39	38	khjo²²		
176	34	37	horn	角	40	38	khʐau⁵⁵		
176	34	37	horn	角	41	38	khjui⁵¹		
176	34	37	horn	角	42	38	khjuk³¹		
176	34	37	horn	角	43	43	ʔi⁵⁵ ku³¹		
176	34	37	horn	角	44	38	khɹɯ³⁵ ɑ⁵⁵		
176	34	37	horn	角	45	3	tɕi³¹ xɹɯ⁵⁵		
176	34	37	horn	角	46	46	n̩³¹ ʒuŋ³³		
176	34	37	horn	角	47	1	kɹɑ̆ŋ³⁵		
176	34	37	horn	角	48	1	ɹɑu⁵⁵		
176	34	37	horn	角	49	1	ɹu⁵⁵		
176	34	37	horn	角	50	1	a raŋ		
176	34	37	horn	角	51	51	a³³ kə³³ vuaŋ³³		
177	35	82	tail	尾巴	1	1	rŋa ma		
177	35	82	tail	尾巴	2	1	ŋa⁵³ ma¹³		
177	35	82	tail	尾巴	3	1	ŋa⁵⁵ ma⁵³		
177	35	82	tail	尾巴	4	1	hŋa ma		
177	35	82	tail	尾巴	5	1	rŋa ma		
177	35	82	tail	尾巴	6	6	khlɛʔ⁵³		
177	35	82	tail	尾巴	7	7	ɕam pi		
177	35	82	tail	尾巴	8	8	su ka		
177	35	82	tail	尾巴	9	8	suɑ⁵⁵ kie³³		
177	35	82	tail	尾巴	10	10|37	mɐ̃³⁵ ɬio⁵³		
177	35	82	tail	尾巴	11	10|37	mɐ¹³ ɬiɛ⁵⁵		
177	35	82	tail	尾巴	12	10	tɐi jmi		
177	35	82	tail	尾巴	13	1	ʐŋɛ ma		
177	35	82	tail	尾巴	14	10	mɯ³⁵		
177	35	82	tail	尾巴	15	1|14	ŋa⁵⁵ ma⁵³		
177	35	82	tail	尾巴	16	10	mi³³ kue⁵³		
177	35	82	tail	尾巴	17	10	mɛ³³ ntʃhɛ⁵⁵		
177	35	82	tail	尾巴	18	10	mɛ³³ qu⁵⁵		
177	35	82	tail	尾巴	19	10	m̥iɛ³³ tsũ⁵⁵		
177	35	82	tail	尾巴	20	8	phu²¹ ʂu³³		
177	35	82	tail	尾巴	21	10	mo²¹ so³³		
177	35	82	tail	尾巴	22	10	me²¹ phe²¹		
177	35	82	tail	尾巴	23	10	mɛ⁵⁵ tɛ³³		
177	35	82	tail	尾巴	24	10	mᴀ⁵⁵ dʐi²¹		
177	35	82	tail	尾巴	25	10	mɛ³³		
177	35	82	tail	尾巴	26	10	e⁵⁵ mɯ⁵⁵		
177	35	82	tail	尾巴	27	10	ma³³		
177	35	82	tail	尾巴	28	10	ma³³ ko³¹		
177	35	82	tail	尾巴	29	10	tɔ³¹ me³¹		
177	35	82	tail	尾巴	30	10	dɔ³¹ mi³¹		
177	35	82	tail	尾巴	31	10	tu³¹ mɛ³¹		
177	35	82	tail	尾巴	32	10	me³¹ tu³³		
177	35	82	tail	尾巴	33	10	tɔ⁴⁴ smi³³		
177	35	82	tail	尾巴	34	10	mi⁴² tu³⁵		
177	35	82	tail	尾巴	35	1	ŋv³³ tṽ⁵⁵		
177	35	82	tail	尾巴	36	10	meʴ³³ quɑ⁵⁵		
177	35	82	tail	尾巴	37	37	lie²¹ phoŋ³⁵		
177	35	82	tail	尾巴	38	10	ɑ¹ mri³		
177	35	82	tail	尾巴	39	10	ɑ⁵³ mji⁵⁵		
177	35	82	tail	尾巴	40	40	tɕhi³¹ ȵaŋ³⁵		
177	35	82	tail	尾巴	41	10	ʃŏ ²¹ mji²¹		
177	35	82	tail	尾巴	42	10	ʃɔ³⁵̆ mji³¹		
177	35	82	tail	尾巴	43	10	ni³¹ tɕhuŋ⁵⁵		
177	35	82	tail	尾巴	44	10	m̥i³¹ pɔ̱⁵⁵		
177	35	82	tail	尾巴	45	10	mi⁵⁵ tɕɔʔ⁵⁵̆		
177	35	82	tail	尾巴	46	10	mai³¹		
177	35	82	tail	尾巴	47	10	ɑ³¹ mɑ̆i⁵⁵		
177	35	82	tail	尾巴	48	10	lɯ³¹ mɯn⁵⁵		
177	35	82	tail	尾巴	49	10	lɯ³¹ mum⁵³		
177	35	82	tail	尾巴	50	50	ɛm ȵo		
177	35	82	tail	尾巴	51	51	a³³ ȵuk³³ kuaŋ³³		
232	38	33	head	头	1	1	mgo		
232	38	33	head	头	2	1	ko¹³		
232	38	33	head	头	3	1	ngo³¹		
232	38	33	head	头	4	1	ngo		
232	38	33	head	头	5	1	ngo		
232	38	33	head	头	6	1	kɔk¹³ theʔ⁵³		
232	38	33	head	头	7	7	ɕa raŋ		
